region,rank,A_test,AB_test,A_test_Logical,AB_test_Logical,Zero_Rank
513,2,0,0.0085,FALSE,FALSE,FALSE
514,1,0.0838,NA,TRUE,NA,FALSE
515,1,0.0052,NA,FALSE,NA,FALSE
516,1,0.0083,NA,FALSE,NA,FALSE
517,2,0.0019,0.0157,FALSE,TRUE,FALSE
518,2,0,0.0026,FALSE,FALSE,FALSE
519,1,0.4711,NA,TRUE,NA,FALSE
520,1,0.0037,NA,FALSE,NA,FALSE
521,2,0,0.193,FALSE,TRUE,FALSE
522,2,1e-4,0.0427,FALSE,TRUE,FALSE
523,2,0,0.2549,FALSE,TRUE,FALSE
524,2,0.0054,0.2911,FALSE,TRUE,FALSE
525,1,0.8372,NA,TRUE,NA,FALSE
526,2,0,7e-4,FALSE,FALSE,FALSE
527,2,0.0149,0.9598,TRUE,TRUE,FALSE
528,2,1e-4,0.2025,FALSE,TRUE,FALSE
529,2,0,0.506,FALSE,TRUE,FALSE
530,1,0.3663,NA,TRUE,NA,FALSE
531,2,2e-4,0.0658,FALSE,TRUE,FALSE
532,1,0.5837,NA,TRUE,NA,FALSE
533,2,2e-4,0.069,FALSE,TRUE,FALSE
534,2,0,0.0457,FALSE,TRUE,FALSE
535,2,2e-4,0.0517,FALSE,TRUE,FALSE
536,2,0.0033,0.2028,FALSE,TRUE,FALSE
537,2,1e-4,0.0353,FALSE,TRUE,FALSE
538,2,0.0202,0.2405,TRUE,TRUE,FALSE
539,1,0.9106,NA,TRUE,NA,FALSE
540,2,0.0016,0.0282,FALSE,TRUE,FALSE
541,2,0,0.0063,FALSE,FALSE,FALSE
542,2,4e-4,0.1103,FALSE,TRUE,FALSE
543,2,9e-4,2e-4,FALSE,FALSE,FALSE
544,2,1e-4,0.3571,FALSE,TRUE,FALSE
545,1,0.5989,NA,TRUE,NA,FALSE
546,2,8e-4,0.6438,FALSE,TRUE,FALSE
547,2,4e-4,0.0121,FALSE,TRUE,FALSE
548,2,0,0.0061,FALSE,FALSE,FALSE
549,2,0.0379,0.2012,TRUE,TRUE,FALSE
550,1,0.0029,NA,FALSE,NA,FALSE
551,2,0.002,0.0764,FALSE,TRUE,FALSE
552,1,0.0048,NA,FALSE,NA,FALSE
