region,rank,A_test,AB_test,A_test_Logical,AB_test_Logical,Zero_Rank,A_test_boot,AB_test_boot
1,2,0.0343,0.3977,TRUE,TRUE,FALSE,0.191,0.6734
2,2,0.0341,0.3127,TRUE,TRUE,FALSE,0.1156,0.4824
3,2,8e-4,0.2546,FALSE,TRUE,FALSE,0.0151,0.4523
4,2,0.0089,0.4325,FALSE,TRUE,FALSE,0.0804,0.6683
5,2,5e-4,0.291,FALSE,TRUE,FALSE,0.005,0.4925
6,2,8e-4,0.1447,FALSE,TRUE,FALSE,0.005,0.3116
7,2,8e-4,0.454,FALSE,TRUE,FALSE,0.0553,0.6734
8,2,0.0431,0.4622,TRUE,TRUE,FALSE,0.1206,0.6683
9,2,1e-4,0.0087,FALSE,FALSE,FALSE,0,0.0503
10,2,0.0032,0.0388,FALSE,TRUE,FALSE,0.0402,0.1307
11,2,0.008,0.0082,FALSE,FALSE,FALSE,0.0603,0.1055
12,2,0.0071,0.0362,FALSE,TRUE,FALSE,0.1055,0.1759
13,1,0.0073,NA,FALSE,NA,FALSE,0.0452,0.0452
14,2,0,0.5513,FALSE,TRUE,FALSE,0,0.6935
15,2,0,0.7909,FALSE,TRUE,FALSE,0,0.8693
16,2,0,8e-4,FALSE,FALSE,FALSE,0,0.1005
17,NA,NA,NA,NA,NA,FALSE,NA,NA
18,2,4e-4,0.7099,FALSE,TRUE,FALSE,0.0201,0.8191
19,NA,NA,NA,NA,NA,FALSE,NA,NA
20,NA,NA,NA,NA,NA,FALSE,NA,NA
21,1,0.2033,NA,TRUE,NA,FALSE,0.4523,0.407
22,2,0,0,FALSE,FALSE,FALSE,0.005,0
23,2,0.0013,0,FALSE,FALSE,FALSE,0.1106,0.0201
24,2,0,0.0052,FALSE,FALSE,FALSE,0,0.0603
25,NA,NA,NA,NA,NA,FALSE,NA,NA
26,1,1e-4,NA,FALSE,NA,FALSE,0.0201,0.0151
27,2,0.1059,0.1641,TRUE,TRUE,FALSE,0.3467,0.3869
28,1,0,NA,FALSE,NA,FALSE,0,0
29,2,0.0058,7e-4,FALSE,FALSE,FALSE,0.0553,0.0151
30,1,0.1204,NA,TRUE,NA,FALSE,0.3166,0.2864
31,1,6e-4,NA,FALSE,NA,FALSE,0.0201,0.0201
32,1,0,NA,FALSE,NA,FALSE,0,0
33,2,0,0.0168,FALSE,TRUE,FALSE,0.005,0.1558
34,1,0.185,NA,TRUE,NA,FALSE,0.402,0.3216
35,2,0,1e-4,FALSE,FALSE,FALSE,0,0.005
36,1,0,NA,FALSE,NA,FALSE,0,0
37,1,0.0028,NA,FALSE,NA,FALSE,0.0251,0.0352
38,2,0,0.0124,FALSE,TRUE,FALSE,0,0.1106
39,2,0.0094,0.18,FALSE,TRUE,FALSE,0.0603,0.4422
40,2,0,0.002,FALSE,FALSE,FALSE,0,0.0201
41,1,0.3766,NA,TRUE,NA,FALSE,0.5327,0.4623
42,2,1e-4,0.2048,FALSE,TRUE,FALSE,0.0251,0.5126
43,1,0.002,NA,FALSE,NA,FALSE,0.0101,0.005
44,2,0,0,FALSE,FALSE,FALSE,0,0
45,2,0,0.0183,FALSE,TRUE,FALSE,0.005,0.1106
46,1,0,NA,FALSE,NA,FALSE,0,0
47,2,1e-4,0.0059,FALSE,FALSE,FALSE,0,0.0452
48,2,4e-4,0.0209,FALSE,TRUE,FALSE,0.0151,0.1307
49,1,0.0427,NA,TRUE,NA,FALSE,0.1307,0.2161
50,1,0.1474,NA,TRUE,NA,FALSE,0.3317,0.2663
51,1,0,NA,FALSE,NA,FALSE,0,0
52,2,0,0.1488,FALSE,TRUE,FALSE,0,0.3618
53,2,0.0757,0.3241,TRUE,TRUE,FALSE,0.1859,0.5377
54,2,0.1293,0.9936,TRUE,TRUE,FALSE,0.3216,1
55,2,0.0186,0.3383,TRUE,TRUE,FALSE,0.1608,0.5477
56,2,0.0995,0.1077,TRUE,TRUE,FALSE,0.2714,0.3065
57,1,0.0231,NA,TRUE,NA,FALSE,0.0503,0.0452
58,1,0.0033,NA,FALSE,NA,FALSE,0.0352,0.0452
59,NA,NA,NA,NA,NA,FALSE,NA,NA
60,1,0.7598,NA,TRUE,NA,FALSE,0.8593,0.8643
61,2,0,0.3651,FALSE,TRUE,FALSE,0,0.5578
62,1,0.0035,NA,FALSE,NA,FALSE,0.0101,0.0201
63,1,0.0107,NA,TRUE,NA,FALSE,0.0704,0.0804
64,1,0.6548,NA,TRUE,NA,FALSE,0.7186,0.7035
65,2,0.0787,0.1372,TRUE,TRUE,FALSE,0.2613,0.4372
66,1,0.0032,NA,FALSE,NA,FALSE,0.0302,0.0201
67,1,0.7216,NA,TRUE,NA,FALSE,0.799,0.8191
68,1,0.3673,NA,TRUE,NA,FALSE,0.5226,0.4623
69,1,0.0756,NA,TRUE,NA,FALSE,0.2211,0.1759
70,2,0.0057,0.247,FALSE,TRUE,FALSE,0.0603,0.4925
71,1,0.0912,NA,TRUE,NA,FALSE,0.2563,0.196
72,2,2e-4,0.3215,FALSE,TRUE,FALSE,0.005,0.5528
73,1,0.3614,NA,TRUE,NA,FALSE,0.5427,0.4824
74,NA,NA,NA,NA,NA,FALSE,NA,NA
75,1,0.0552,NA,TRUE,NA,FALSE,0.1809,0.1608
76,2,0.0042,0.1164,FALSE,TRUE,FALSE,0.0251,0.2915
77,NA,NA,NA,NA,NA,FALSE,NA,NA
78,1,0.8491,NA,TRUE,NA,FALSE,0.8995,0.8894
79,2,0.0038,0,FALSE,FALSE,FALSE,0.0503,0.0101
80,2,0.3863,0.7703,TRUE,TRUE,FALSE,0.5276,0.8844
81,NA,NA,NA,NA,NA,FALSE,NA,NA
82,2,0.442,0.9263,TRUE,TRUE,FALSE,0.6935,0.9648
83,1,7e-4,NA,FALSE,NA,FALSE,0.0101,0.0101
84,2,4e-4,0.055,FALSE,TRUE,FALSE,0.005,0.1608
85,2,0.0087,0.0096,FALSE,FALSE,FALSE,0.0201,0.0201
86,1,0.0146,NA,TRUE,NA,FALSE,0.0704,0.0553
87,1,0,NA,FALSE,NA,FALSE,0,0.005
88,2,0,3e-4,FALSE,FALSE,FALSE,0.005,0.0101
89,2,0,0.0786,FALSE,TRUE,FALSE,0,0.2312
90,2,0.0075,0.1568,FALSE,TRUE,FALSE,0.0452,0.407
91,1,0.0939,NA,TRUE,NA,FALSE,0.2362,0.2764
92,2,0,0.0012,FALSE,FALSE,FALSE,0,0.0452
93,2,0.0643,0.0011,TRUE,FALSE,FALSE,0.206,0.0201
94,2,0.0012,0.0166,FALSE,TRUE,FALSE,0.005,0.1005
95,NA,NA,NA,NA,NA,FALSE,NA,NA
96,2,3e-4,0.3621,FALSE,TRUE,FALSE,0.0101,0.4573
97,2,0,0.2085,FALSE,TRUE,FALSE,0,0.5226
98,2,0.0027,0.0046,FALSE,FALSE,FALSE,0.0251,0.0603
99,2,0.0015,0.9814,FALSE,TRUE,FALSE,0.0201,0.9849
100,2,0.0182,0.1006,TRUE,TRUE,FALSE,0.0804,0.201
101,1,0.0048,NA,FALSE,NA,FALSE,0.0251,0.0352
102,1,1e-4,NA,FALSE,NA,FALSE,0,0
103,1,3e-4,NA,FALSE,NA,FALSE,0.0302,0.005
104,2,0.5859,0.0019,TRUE,FALSE,FALSE,0.7588,0.0603
105,2,0.1889,0.0061,TRUE,FALSE,FALSE,0.3467,0.0402
106,2,3e-4,0.3051,FALSE,TRUE,FALSE,0,0.5126
107,2,9e-4,0.0058,FALSE,FALSE,FALSE,0.0352,0.1055
108,1,0.1992,NA,TRUE,NA,FALSE,0.4523,0.4422
109,1,0.1369,NA,TRUE,NA,FALSE,0.2915,0.2563
110,2,0.0025,0.7401,FALSE,TRUE,FALSE,0.0201,0.8744
111,2,0,0.1283,FALSE,TRUE,FALSE,0,0.402
112,2,0.0109,0.1381,TRUE,TRUE,FALSE,0.0854,0.3015
113,1,0.8002,NA,TRUE,NA,FALSE,0.809,0.8643
114,NA,NA,NA,NA,NA,FALSE,NA,NA
115,NA,NA,NA,NA,NA,FALSE,NA,NA
116,2,0.0481,0.0049,TRUE,FALSE,FALSE,0.2362,0.0905
117,NA,NA,NA,NA,NA,FALSE,NA,NA
118,1,0.3174,NA,TRUE,NA,TRUE,0.4824,0.5025
119,1,0.3733,NA,TRUE,NA,TRUE,0.4874,0.5377
120,1,0,NA,FALSE,NA,FALSE,0,0
121,1,0.3795,NA,TRUE,NA,FALSE,0.5829,0.598
122,1,0.9259,NA,TRUE,NA,FALSE,0.9347,0.9548
123,1,0.1075,NA,TRUE,NA,FALSE,0.206,0.1859
124,2,0.0068,5e-4,FALSE,FALSE,FALSE,0.0402,0.0101
125,2,0.0344,8e-4,TRUE,FALSE,FALSE,0.201,0.0402
126,1,0.0881,NA,TRUE,NA,TRUE,0.2613,0.2814
127,1,0.0127,NA,TRUE,NA,FALSE,0.0503,0.0804
128,1,0.7121,NA,TRUE,NA,FALSE,0.7286,0.7688
129,2,0.0084,0.0144,FALSE,TRUE,FALSE,0.0804,0.1608
130,1,0.4584,NA,TRUE,NA,FALSE,0.593,0.5879
131,1,0.3058,NA,TRUE,NA,FALSE,0.4322,0.4171
132,2,0.0873,0.0254,TRUE,TRUE,FALSE,0.3467,0.1809
133,1,0.7518,NA,TRUE,NA,FALSE,0.8291,0.809
134,1,0.4822,NA,TRUE,NA,FALSE,0.6281,0.5276
135,1,0.0189,NA,TRUE,NA,FALSE,0.1156,0.0804
136,2,0.0079,0.1597,FALSE,TRUE,FALSE,0.0402,0.2764
137,1,0.0046,NA,FALSE,NA,TRUE,0.0503,0.0603
138,2,0.0012,0.0428,FALSE,TRUE,FALSE,0.0101,0.1608
139,2,3e-4,9e-4,FALSE,FALSE,FALSE,0.005,0.0302
140,1,0.5414,NA,TRUE,NA,FALSE,0.5578,0.6884
141,2,0.3809,0.6047,TRUE,TRUE,FALSE,0.6181,0.8141
142,1,3e-4,NA,FALSE,NA,FALSE,0.0151,0
143,1,3e-4,NA,FALSE,NA,FALSE,0.0151,0.0201
144,NA,NA,NA,NA,NA,FALSE,NA,NA
145,2,0.033,0.2582,TRUE,TRUE,FALSE,0.1106,0.3769
146,2,0.0018,0.203,FALSE,TRUE,FALSE,0.0101,0.3116
147,2,0.0015,0.0126,FALSE,TRUE,FALSE,0.005,0.1256
148,2,3e-4,0.1868,FALSE,TRUE,FALSE,0.0151,0.2362
149,2,0,0.1503,FALSE,TRUE,FALSE,0,0.3568
150,1,0.2902,NA,TRUE,NA,FALSE,0.397,0.4523
151,1,0.4926,NA,TRUE,NA,FALSE,0.4975,0.5879
152,2,0.0015,0.9781,FALSE,TRUE,FALSE,0.0503,0.9899
153,1,0.0174,NA,TRUE,NA,FALSE,0.0352,0.0603
154,2,0.5886,0.1526,TRUE,TRUE,FALSE,0.7387,0.4171
155,1,0.9522,NA,TRUE,NA,FALSE,0.9648,0.9648
156,2,0.1356,0.1768,TRUE,TRUE,FALSE,0.3719,0.4121
157,2,0.0131,0.0245,TRUE,TRUE,FALSE,0.0452,0.0704
158,2,3e-4,0,FALSE,FALSE,FALSE,0.005,0
159,1,0.0066,NA,FALSE,NA,FALSE,0.0151,0.0201
160,1,0.0017,NA,FALSE,NA,FALSE,0.005,0.0302
161,2,3e-4,0,FALSE,FALSE,FALSE,0.005,0
162,1,0.0054,NA,FALSE,NA,FALSE,0.0151,0.0603
163,1,0.7739,NA,TRUE,NA,FALSE,0.8543,0.8593
164,2,0.0353,0.7808,TRUE,TRUE,FALSE,0.1407,0.8844
165,1,0.0018,NA,FALSE,NA,FALSE,0.0151,0.0151
166,1,0,NA,FALSE,NA,FALSE,0,0
167,2,0.0068,0,FALSE,FALSE,FALSE,0.005,0.005
