region,rank,A_test,AB_test,A_test_Logical,AB_test_Logical,Zero_Rank
512,2,0.0109,7e-4,TRUE,FALSE,FALSE
513,2,1e-4,0.0374,FALSE,TRUE,FALSE
514,1,0.077,NA,TRUE,NA,FALSE
515,1,0.0046,NA,FALSE,NA,FALSE
516,1,0.0074,NA,FALSE,NA,FALSE
517,2,0.016,0.033,TRUE,TRUE,FALSE
518,2,0,0.0065,FALSE,FALSE,FALSE
519,1,0.4637,NA,TRUE,NA,FALSE
520,1,0.004,NA,FALSE,NA,FALSE
521,2,0,0.1993,FALSE,TRUE,FALSE
522,2,1e-4,0.0613,FALSE,TRUE,FALSE
523,2,0,0.2811,FALSE,TRUE,FALSE
524,2,0.0085,0.3681,FALSE,TRUE,FALSE
525,1,0.8635,NA,TRUE,NA,FALSE
526,2,0,0,FALSE,FALSE,FALSE
527,2,0.0249,0.9794,TRUE,TRUE,FALSE
528,2,3e-4,0.247,FALSE,TRUE,FALSE
529,2,0,0.5054,FALSE,TRUE,FALSE
530,1,0.3593,NA,TRUE,NA,FALSE
531,2,3e-4,0.0485,FALSE,TRUE,FALSE
532,1,0.5505,NA,TRUE,NA,FALSE
533,2,6e-4,0.0873,FALSE,TRUE,FALSE
534,2,1e-4,0.0538,FALSE,TRUE,FALSE
535,2,1e-4,0.0421,FALSE,TRUE,FALSE
536,2,0.004,0.1868,FALSE,TRUE,FALSE
537,2,0,0.0203,FALSE,TRUE,FALSE
538,2,0.0093,0.2992,FALSE,TRUE,FALSE
539,1,0.9178,NA,TRUE,NA,FALSE
540,2,0.0152,0.0721,TRUE,TRUE,FALSE
541,2,0,0.0028,FALSE,FALSE,FALSE
542,2,5e-4,0.1154,FALSE,TRUE,FALSE
543,2,8e-4,1e-4,FALSE,FALSE,FALSE
544,2,3e-4,0.4033,FALSE,TRUE,FALSE
545,1,0.6331,NA,TRUE,NA,FALSE
546,2,3e-4,0.6901,FALSE,TRUE,FALSE
547,2,0.002,0.0223,FALSE,TRUE,FALSE
548,2,0,6e-4,FALSE,FALSE,FALSE
549,2,0.0171,0.2243,TRUE,TRUE,FALSE
550,1,0.0016,NA,FALSE,NA,FALSE
551,2,0.0012,0.0839,FALSE,TRUE,FALSE
552,1,0.0094,NA,FALSE,NA,FALSE
