region,rank,A_test,AB_test,A_test_Logical,AB_test_Logical,Zero_Rank
516,2,1e-4,0.1411,FALSE,TRUE,FALSE
517,2,0,0.0238,FALSE,TRUE,FALSE
518,2,0,0.0064,FALSE,FALSE,FALSE
519,2,9e-4,0.0334,FALSE,TRUE,FALSE
520,2,0,0.5504,FALSE,TRUE,FALSE
521,2,0,0.134,FALSE,TRUE,FALSE
522,2,0,0.0297,FALSE,TRUE,FALSE
523,2,0,0.4325,FALSE,TRUE,FALSE
524,2,5e-4,0.0456,FALSE,TRUE,FALSE
525,2,0.0368,0.5827,TRUE,TRUE,FALSE
526,2,0,0,FALSE,FALSE,FALSE
527,2,0,0.6589,FALSE,TRUE,FALSE
528,2,0.0153,0.0265,TRUE,TRUE,FALSE
529,2,0,0.3538,FALSE,TRUE,FALSE
530,2,0.0047,0.4305,FALSE,TRUE,FALSE
531,2,0,0.0061,FALSE,FALSE,FALSE
532,2,0,0.0079,FALSE,FALSE,FALSE
533,2,0,0.0039,FALSE,FALSE,FALSE
534,2,0,0.0581,FALSE,TRUE,FALSE
535,2,0,2e-4,FALSE,FALSE,FALSE
536,2,0,9e-4,FALSE,FALSE,FALSE
537,2,0,1e-4,FALSE,FALSE,FALSE
538,2,0.0023,0.8309,FALSE,TRUE,FALSE
539,1,0.9253,NA,TRUE,NA,FALSE
540,2,0.0407,0.1274,TRUE,TRUE,FALSE
541,2,0.0963,0.10780000000000001,TRUE,TRUE,FALSE
542,2,0.0238,0.1743,TRUE,TRUE,FALSE
543,2,1e-4,0.0044,FALSE,FALSE,FALSE
544,2,1e-4,0.0923,FALSE,TRUE,FALSE
545,2,0,6e-4,FALSE,FALSE,FALSE
546,2,0,0.1858,FALSE,TRUE,FALSE
547,2,0,0.3591,FALSE,TRUE,FALSE
548,2,0,0.0025,FALSE,FALSE,FALSE
549,2,4e-4,0.2306,FALSE,TRUE,FALSE
550,1,0,NA,FALSE,NA,FALSE
551,2,1e-4,0.1021,FALSE,TRUE,FALSE
552,2,0.0175,0.0441,TRUE,TRUE,FALSE
