region,rank,A_test,AB_test,A_test_Logical,AB_test_Logical,Zero_Rank,A_test_boot,AB_test_boot
53,2,0.0531,0.0433,TRUE,TRUE,FALSE,0.191,0.2111
54,2,0.0252,0.3565,TRUE,TRUE,FALSE,0.1156,0.5578
55,2,0.0148,0.4509,TRUE,TRUE,FALSE,0.1055,0.6935
56,1,0.5363,NA,TRUE,NA,FALSE,0.6432,0.6432
57,1,0.2583,NA,TRUE,NA,FALSE,0.4121,0.4472
58,1,0.0056,NA,FALSE,NA,FALSE,0.0452,0.0854
59,1,0.3202,NA,TRUE,NA,FALSE,0.4925,0.4925
60,2,0.0163,0.4072,TRUE,TRUE,FALSE,0.0653,0.4523
61,2,0.0013,0.6258,FALSE,TRUE,FALSE,0.0201,0.8291
62,1,0.0641,NA,TRUE,NA,FALSE,0.1508,0.1206
63,NA,NA,NA,NA,NA,FALSE,NA,NA
64,1,0.4696,NA,TRUE,NA,FALSE,0.5879,0.5879
65,1,0.1279,NA,TRUE,NA,FALSE,0.2462,0.2864
66,2,0.0168,0.0063,TRUE,FALSE,FALSE,0.0653,0.0603
67,2,0.0959,0.0016,TRUE,FALSE,FALSE,0.2362,0.0151
68,1,0.4661,NA,TRUE,NA,FALSE,0.6482,0.6583
69,1,0.568,NA,TRUE,NA,FALSE,0.7085,0.6935
70,2,0.0035,0.2387,FALSE,TRUE,FALSE,0.0302,0.4673
71,1,0.001,NA,FALSE,NA,FALSE,0.0352,0.0402
72,1,0.0015,NA,FALSE,NA,FALSE,0.0251,0.0101
73,1,0.6038,NA,TRUE,NA,FALSE,0.7236,0.7035
74,1,0.0108,NA,TRUE,NA,FALSE,0.0754,0.0503
75,2,1e-4,0.005,FALSE,FALSE,FALSE,0,0.0955
76,2,0.018,0.0329,TRUE,TRUE,FALSE,0.0854,0.1256
77,1,0.465,NA,TRUE,NA,FALSE,0.6633,0.5729
78,2,0,0.0152,FALSE,TRUE,FALSE,0.0151,0.1106
79,2,0.0064,0.0011,FALSE,FALSE,FALSE,0.0603,0.0151
80,2,0.0094,0.6102,FALSE,TRUE,FALSE,0.0503,0.7588
81,NA,NA,NA,NA,NA,FALSE,NA,NA
82,2,0.0807,0.3885,TRUE,TRUE,FALSE,0.201,0.593
83,1,7e-4,NA,FALSE,NA,FALSE,0.0101,0.0101
84,2,1e-4,0.2086,FALSE,TRUE,FALSE,0.005,0.4422
85,2,0.025,7e-4,TRUE,FALSE,FALSE,0.1005,0.005
86,1,0.0134,NA,TRUE,NA,FALSE,0.0503,0.0704
87,1,0.001,NA,FALSE,NA,FALSE,0.0302,0.0101
88,2,1e-4,0.0215,FALSE,TRUE,FALSE,0.005,0.1307
89,1,0.2589,NA,TRUE,NA,FALSE,0.4573,0.402
90,2,0,0.5131,FALSE,TRUE,FALSE,0,0.7688
91,1,0.6489,NA,TRUE,NA,FALSE,0.7437,0.7487
92,2,0.0372,0.7846,TRUE,TRUE,FALSE,0.1256,0.8794
93,2,0.0048,0.0616,FALSE,TRUE,FALSE,0.0653,0.1809
94,1,0,NA,FALSE,NA,FALSE,0,0
95,2,0,0.0012,FALSE,FALSE,FALSE,0,0.0503
96,2,2e-4,0.3273,FALSE,TRUE,FALSE,0.005,0.4422
97,2,0,0.0979,FALSE,TRUE,FALSE,0,0.3116
98,2,0.006,0.1432,FALSE,TRUE,FALSE,0.0603,0.2915
99,1,0.1781,NA,TRUE,NA,FALSE,0.1809,0.1859
100,2,0,0.0568,FALSE,TRUE,FALSE,0,0.206
101,1,0.0489,NA,TRUE,NA,FALSE,0.1256,0.1457
102,2,0,8e-4,FALSE,FALSE,FALSE,0,0.0101
103,1,2e-4,NA,FALSE,NA,FALSE,0.0251,0.0201
104,2,0.213,0.212,TRUE,TRUE,FALSE,0.4422,0.4573
105,2,0.3614,0.0012,TRUE,FALSE,FALSE,0.5025,0.0201
106,2,1e-4,0.4644,FALSE,TRUE,FALSE,0,0.6533
107,2,8e-4,0.0028,FALSE,FALSE,FALSE,0.0352,0.0402
108,1,0.4284,NA,TRUE,NA,FALSE,0.6181,0.5779
109,2,0,0.0031,FALSE,FALSE,FALSE,0.005,0.0302
110,2,0.0157,0.5653,TRUE,TRUE,FALSE,0.0905,0.7387
111,2,1e-4,0.1533,FALSE,TRUE,FALSE,0,0.3819
112,2,0.0739,0.6561,TRUE,TRUE,FALSE,0.2261,0.7538
113,1,0.4201,NA,TRUE,NA,FALSE,0.5427,0.5578
114,1,0.2467,NA,TRUE,NA,TRUE,0.4824,0.3819
115,1,0.5704,NA,TRUE,NA,TRUE,0.6985,0.6784
116,2,0.0027,0.0155,FALSE,TRUE,FALSE,0.0452,0.1156
117,1,0.6889,NA,TRUE,NA,TRUE,0.8141,0.804
118,1,0.4132,NA,TRUE,NA,TRUE,0.5427,0.5327
119,1,0.1703,NA,TRUE,NA,FALSE,0.2915,0.2513
120,1,0.0013,NA,FALSE,NA,TRUE,0.0302,0.0352
121,1,0.0724,NA,TRUE,NA,FALSE,0.2412,0.1859
122,1,0.8269,NA,TRUE,NA,FALSE,0.8693,0.8995
123,1,0.1075,NA,TRUE,NA,FALSE,0.2111,0.2513
124,1,0.0067,NA,FALSE,NA,FALSE,0.0251,0.0704
125,2,0.1056,0.0026,TRUE,FALSE,FALSE,0.2915,0.0302
126,1,0.0291,NA,TRUE,NA,TRUE,0.1106,0.1206
127,1,0.1192,NA,TRUE,NA,FALSE,0.2613,0.2412
128,1,0.576,NA,TRUE,NA,FALSE,0.5628,0.5729
129,2,0.0052,0.001,FALSE,FALSE,FALSE,0.0503,0.0402
130,1,0.1091,NA,TRUE,NA,FALSE,0.3166,0.2563
131,1,0.6403,NA,TRUE,NA,FALSE,0.7286,0.7789
132,2,0.5903,0.0507,TRUE,TRUE,FALSE,0.7387,0.196
133,2,0.006,0.002,FALSE,FALSE,FALSE,0.0452,0.0452
134,1,0.4822,NA,TRUE,NA,FALSE,0.5126,0.5628
135,1,0.0526,NA,TRUE,NA,FALSE,0.1106,0.1859
136,1,0.4445,NA,TRUE,NA,FALSE,0.5176,0.5327
137,1,0.0025,NA,FALSE,NA,FALSE,0.0101,0.0452
138,2,3e-4,5e-4,FALSE,FALSE,FALSE,0.0151,0.0251
139,1,0.3063,NA,TRUE,NA,FALSE,0.4925,0.4673
140,2,3e-4,0.0013,FALSE,FALSE,FALSE,0,0.0302
141,2,0.4871,0.334,TRUE,TRUE,FALSE,0.7186,0.6231
142,1,0.9587,NA,TRUE,NA,FALSE,0.9648,0.9548
143,1,0.0147,NA,TRUE,NA,TRUE,0.1005,0.0402
144,1,0.4661,NA,TRUE,NA,FALSE,0.5628,0.5829
145,2,0.8367,0.0653,TRUE,TRUE,FALSE,0.9045,0.2362
146,1,0.5287,NA,TRUE,NA,FALSE,0.5427,0.5327
147,1,0.026,NA,TRUE,NA,FALSE,0.0804,0.0905
148,1,0.2958,NA,TRUE,NA,FALSE,0.3518,0.4523
149,2,0,0.1343,FALSE,TRUE,FALSE,0,0.3216
150,1,0.0055,NA,FALSE,NA,FALSE,0.0352,0.0352
151,1,0.3128,NA,TRUE,NA,FALSE,0.3518,0.3266
152,2,0.0169,0.9358,TRUE,TRUE,FALSE,0.1709,0.9849
153,1,0.0042,NA,FALSE,NA,FALSE,0.0101,0.0302
154,2,0.0571,0.1681,TRUE,TRUE,FALSE,0.2261,0.4774
155,1,0.8239,NA,TRUE,NA,FALSE,0.8894,0.9045
156,2,0.1671,0.033,TRUE,TRUE,FALSE,0.3568,0.196
157,2,0.1562,0.7949,TRUE,TRUE,FALSE,0.3266,0.9246
