region;AIC;BIC;HaQ
1;31,4066;32,1129;31,6909
2;21,7180;22,2830;21,9454
3;24,6054;25,2552;24,8670
4;26,3787;26,9155;26,5948
5;20,6580;21,5621;21,0219
6;25,9892;26,5542;26,2166
7;24,9471;25,8229;25,2996
8;21,8322;22,3690;22,0482
9;21,7551;22,8852;22,2099
10;19,3945;20,4116;19,8039
11;19,5127;20,3038;19,8311
12;28,4873;30,1542;29,1582
13;18,2970;19,4271;18,7519
14;19,8888;21,4144;20,5029
15;10,3388;12,9098;11,3737
16;19,0232;21,4812;20,0126
17;20,6852;21,3915;20,9695
18;19,8327;21,8669;20,6515
19;23,8158;24,3243;24,0205
20;34,1996;35,2167;34,6090
21;25,0500;26,3778;25,5844
22;23,9659;25,3785;24,5345
23;22,5372;24,6844;23,4015
24;12,8373;15,6061;13,9518
25;16,3344;18,3121;17,1304
26;21,6818;23,2356;22,3072
27;26,6967;28,2788;27,3335
28;17,6506;18,9785;18,1851
29;20,4575;22,1526;21,1398
30;14,1175;17,1123;15,3230
31;26,6038;27,3384;26,8995
32;26,2782;27,8321;26,9037
33;12,2839;15,8155;13,7054
34;22,1091;23,3240;22,5981
35;24,4036;25,8445;24,9836
36;18,9607;21,2492;19,8818
37;33,6677;34,2045;33,8838
38;26,2515;27,4664;26,7405
39;24,5925;25,8639;25,1043
40;24,3277;26,3619;25,1465
41;23,4152;24,7714;23,9611
42;26,3120;27,6964;26,8693
43;25,8699;27,4238;26,4954
44;25,6179;27,0588;26,1979
45;24,0799;27,1029;25,2967
46;27,8925;28,8813;28,2905
47;28,3320;28,9535;28,5822
48;23,8862;25,6944;24,6141
49;28,0720;30,8125;29,1751
50;27,6126;28,8557;28,1130
51;25,7971;26,7012;26,1610
52;24,1205;24,7703;24,3821
53;18,2401;19,4267;18,7177
54;20,1443;21,1897;20,5651
55;29,2302;29,7670;29,4463
56;25,2063;25,9408;25,5019
57;24,0080;24,8838;24,3606
58;27,0458;28,2042;27,5121
59;26,0553;26,7899;26,3510
60;24,3954;25,5538;24,8617
61;25,5890;26,2953;25,8733
62;30,5449;31,6185;30,9770
63;20,0444;21,0897;20,4652
64;25,1574;25,7224;25,3848
65;16,5731;18,0140;17,1531
66;31,9306;33,9366;32,7380
67;21,7137;23,0133;22,2368
68;18,6812;20,8284;19,5455
69;23,1757;24,2210;23,5965
70;19,4476;21,7361;20,3688
71;21,8300;23,0449;22,3190
72;24,3633;25,8325;24,9547
73;29,0020;29,9626;29,3887
74;23,6122;24,3185;23,8965
75;24,2289;24,9918;24,5360
76;20,2334;21,1375;20,5973
77;16,9656;18,1804;17,4546
78;21,1429;22,2730;21,5978
79;20,3516;21,5100;20,8179
80;26,8549;28,3240;27,4462
81;22,1873;23,7977;22,8356
82;19,9781;20,4866;20,1828
83;26,7444;27,9875;27,2448
84;24,3168;25,6729;24,8627
85;26,8698;27,9151;27,2905
86;22,4437;23,3195;22,7962
87;23,2534;24,5530;23,7765
88;32,3816;33,3987;32,7910
89;21,8051;22,4266;22,0552
90;18,0410;19,3124;18,5528
91;17,5629;18,6365;17,9951
92;21,0459;22,5433;21,6486
93;17,9842;18,7187;18,2798
94;21,5674;22,6410;21,9996
95;20,0911;21,5320;20,6711
96;22,7725;23,5918;23,1023
97;16,5551;18,3633;17,2829
98;22,0989;23,2007;22,5424
99;17,5807;18,8803;18,1038
100;21,3010;22,7419;21,8810
101;26,0807;27,7476;26,7517
102;24,5371;25,5542;24,9465
103;18,4722;20,7041;19,3706
104;15,6834;17,1243;16,2634
105;29,9414;30,6760;30,2371
106;23,5084;24,8080;24,0315
107;18,6578;20,2682;19,3060
108;24,6241;26,8278;25,5111
109;24,8352;25,8523;25,2446
110;23,6696;25,4213;24,3747
111;20,3276;22,3900;21,1577
112;21,7140;22,7594;22,1348
113;23,6485;25,1741;24,2626
114;23,4853;25,0675;24,1222
115;25,4102;26,6815;25,9219
116;35,3707;36,5291;35,8370
117;25,8013;26,9597;26,2676
118;24,0326;25,1062;24,4648
119;24,6848;26,3234;25,3444
120;20,0794;21,6898;20,7276
121;23,5868;25,2537;24,2578
122;25,2511;26,8050;25,8766
123;28,9582;30,1730;29,4472
124;21,3735;22,2493;21,7260
125;16,2568;17,1892;16,6321
126;25,8091;27,2217;26,3777
127;17,1138;19,5436;18,0918
128;17,5627;19,1166;18,1882
129;21,3130;22,5844;21,8247
130;21,2861;22,4162;21,7410
131;20,6912;22,7536;21,5214
132;28,9730;30,4138;29,5529
133;23,2280;24,1320;23,5919
134;28,2636;29,0547;28,5820
135;20,1780;21,3364;20,6443
136;17,5779;18,8210;18,0783
137;26,4651;27,3127;26,8063
