variavel,Actual_2019M01,Forecast_2019M01,Error_2019M01,Actual_2019M02,Forecast_2019M02,Error_2019M02,Actual_2019M03,Forecast_2019M03,Error_2019M03,Actual_2019M04,Forecast_2019M04,Error_2019M04,Actual_2019M05,Forecast_2019M05,Error_2019M05,Actual_2019M06,Forecast_2019M06,Error_2019M06,Actual_2019M07,Forecast_2019M07,Error_2019M07,Actual_2019M08,Forecast_2019M08,Error_2019M08,Actual_2019M09,Forecast_2019M09,Error_2019M09,Actual_2019M10,Forecast_2019M10,Error_2019M10,Actual_2019M11,Forecast_2019M11,Error_2019M11,Actual_2019M12,Forecast_2019M12,Error_2019M12,Regiao,Tipo
R5_Desligados,-2,-9.656833600921889,7.656833600921889,31,-18.604888379517103,49.60488837951711,67,19.638173626172843,47.36182637382716,-74,-79.5077182958809,5.507718295880906,-19,2.684024198977543,-21.684024198977543,43,5.552025665985457,37.447974334014546,-5,-1.3231950226569875,-3.6768049773430125,-33,-27.129890447424145,-5.870109552575855,-17,14.567273473781924,-31.567273473781924,68,41.25897842766873,26.74102157233127,-44,-23.199640391448217,-20.800359608551783,55,22.169491507168026,32.830508492831974,R5,Desligados
R6_Admitidos,490,495.19874406590736,-5.198744065907363,199,119.57303588300087,79.42696411699913,-98,-26.85377752995882,-71.14622247004118,-29,-30.678746373279296,1.6787463732792958,63,94.4216590746816,-31.4216590746816,289,99.85090430722903,189.14909569277097,-4,-99.33641329251788,95.33641329251788,-424,-139.27904177209396,-284.72095822790607,-18,84.36722785332529,-102.36722785332529,-92,-36.4882047149615,-55.5117952850385,27,-12.820925664534371,39.82092566453437,-252,-245.75438354742198,-6.24561645257802,R6,Admitidos
R6_Desligados,-33,-116.89040065706217,83.89040065706217,111,45.91348791000772,65.08651208999228,51,67.52082671726099,-16.520826717260988,-102,-154.01339485188768,52.01339485188768,42,71.68722062361309,-29.687220623613086,-7,8.78315275856562,-15.78315275856562,192,108.59200092936013,83.40799907063987,170,-61.92383904438557,231.92383904438557,-233,-263.64860896607,30.648608966070015,6,-57.765965316509536,63.765965316509536,6,-109.37120726694698,115.37120726694698,-166,188.14188828222342,-354.1418882822234,R6,Desligados
R7_Admitidos,823,571.8446249728111,251.15537502718894,125,-248.35122328020375,373.3512232802037,-325,-261.2482667406924,-63.75173325930763,-153,12.348918954050959,-165.34891895405096,64,191.74333737864296,-127.74333737864296,-115,132.682096156958,-247.682096156958,388,294.15015131102564,93.84984868897436,-134,-65.31693338638024,-68.68306661361976,-136,-120.06239220066104,-15.937607799338963,144,-19.335589284760943,163.33558928476094,-191,-253.11833265371746,62.11833265371746,-436,-284.2639591453877,-151.73604085461233,R7,Admitidos
R7_Desligados,151,72.33857921547008,78.66142078452992,27,-52.61713054839924,79.61713054839925,12,111.39391537882345,-99.39391537882345,-68,22.298864254312015,-90.29886425431201,56,42.514192666505565,13.485807333494435,-115,-12.477002022591304,-102.52299797740869,239,183.98648008698248,55.01351991301752,-80,-114.40891868866194,34.40891868866194,-13,-111.81858146912964,98.81858146912964,80,-71.19713093736743,151.19713093736743,90,-85.17714184033909,175.1771418403391,-389,-106.44980411210973,-282.55019588789025,R7,Desligados
R8_Admitidos,238,86.59036397689925,151.40963602310075,-79,-0.4564425692698819,-78.54355743073012,-113,-52.642306797309544,-60.357693202690456,22,42.04088286742548,-20.04088286742548,27,90.71304910591016,-63.71304910591016,20,33.036516797793944,-13.036516797793944,56,47.28197478431765,8.718025215682353,-90,-1.509273307084115,-88.49072669291589,69,9.12575272318454,59.87424727681546,35,11.007922705343987,23.992077294656013,-74,-60.78834336725521,-13.211656632744791,-88,-44.689713078795336,-43.310286921204664,R8,Admitidos
R8_Desligados,58,-46.238964865538286,104.23896486553829,-22,61.55578429822168,-83.55578429822168,5,-38.03518603766168,43.03518603766168,50,-38.73767952601394,88.73767952601395,-13,-41.58083699897462,28.58083699897462,-40,-71.86690030176936,31.866900301769363,41,-2.1508534832627078,43.15085348326271,-59,5.262318338487081,-64.26231833848708,96,-32.63873374667032,128.6387337466703,-74,-27.2048045152197,-46.7951954847803,-4,20.456272375739275,-24.456272375739275,-28,131.53772610499618,-159.53772610499618,R8,Desligados
R9_Admitidos,141,121.70439743612738,19.29560256387262,-95,-36.95272239804606,-58.04727760195394,692,217.70541110206952,474.29458889793045,-138,-473.1708080858275,335.1708080858275,-286,-249.65803694451284,-36.341963055487156,-64,78.8815973019771,-142.88159730197708,49,-84.56711386123436,133.56711386123436,-38,-98.14428703967789,60.14428703967789,-59,-135.7293400070144,76.7293400070144,-112,-169.53938580511516,57.53938580511516,-44,-0.8977185679000499,-43.10228143209995,-49,49.572606545757004,-98.572606545757,R9,Admitidos
R9_Desligados,-128,42.192904388105084,-170.1929043881051,35,105.5954613388714,-70.5954613388714,-13,69.29913233142645,-82.29913233142645,87,167.50730933030974,-80.50730933030974,-50,52.85962009129614,-102.85962009129614,-20,33.51766281284496,-53.51766281284496,329,44.45859572946391,284.5414042705361,-312,-234.71376233407034,-77.28623766592966,-19,100.91140002472302,-119.91140002472302,122,106.62565195293958,15.374348047060423,-48,-12.825841415951992,-35.17415858404801,-1,114.05753587555002,-115.05753587555002,R9,Desligados
R10_Admitidos,17,118.65161759936291,-101.65161759936291,0,4.9585971190082745,-4.9585971190082745,17,188.04928407998977,-171.04928407998977,388,75.61292953406952,312.3870704659305,-48,-292.20418276720915,244.20418276720915,-324,-278.4122504813787,-45.58774951862131,-22,19.260791207137885,-41.260791207137885,32,97.40487547024443,-65.40487547024443,-5,7.452547676765524,-12.452547676765523,-25,-12.722071950801586,-12.277928049198414,27,37.86970669455877,-10.869706694558772,-52,19.55457432144378,-71.55457432144378,R10,Admitidos
R10_Desligados,-416,-305.44580373574837,-110.55419626425163,48,21.034806154032722,26.965193845967278,-33,-0.8702495152890888,-32.12975048471091,-33,16.78740376760056,-49.78740376760056,9,48.84794394684288,-39.84794394684288,6,61.04466911784557,-55.04466911784557,217,63.452254986037126,153.54774501396287,-223,-107.73280875703358,-115.26719124296642,72,8.334273739970449,63.66572626002955,-94,-26.071261591137212,-67.92873840886278,83,54.78500172492769,28.21499827507231,-47,18.159293903858654,-65.15929390385865,R10,Desligados
R11_Admitidos,62,78.27339766409789,-16.273397664097885,17,28.59074528575692,-11.59074528575692,114,69.44040168842548,44.55959831157452,73,-104.52262653470086,177.52262653470086,-211,-99.60719965025051,-111.39280034974949,35,53.83983506664031,-18.839835066640312,10,112.45728937882167,-102.45728937882167,-86,-63.20218079090092,-22.79781920909908,7,23.448597745368073,-16.448597745368073,-6,-5.1443597175993965,-0.8556402824006035,-24,-20.143596653318625,-3.8564033466813754,-19,18.48861391700547,-37.488613917005466,R11,Admitidos
R11_Desligados,-434,-300.347289360578,-133.65271063942203,29,61.970505867633776,-32.970505867633776,-2,9.005176943297421,-11.005176943297421,-25,20.839644558999836,-45.83964455899984,15,27.07992627275429,-12.079926272754289,51,-10.653352467268006,61.65335246726801,-65,-29.679252366504116,-35.320747633495884,124,63.322973326800934,60.677026673199066,-112,-25.293463253031437,-86.70653674696857,38,93.47951899867448,-55.47951899867448,-37,85.5268585840735,-122.5268585840735,227,79.25888242401716,147.74111757598286,R11,Desligados
R12_Admitidos,693,1883.5458361626938,-1190.5458361626938,1394,2460.767454360147,-1066.767454360147,4979,1347.7995750060375,3631.2004249939628,-3299,-4750.5674550460435,1451.5674550460435,-1899,-2246.2767829317895,347.2767829317895,-627,269.22257629209184,-896.2225762920918,222,454.47316955932797,-232.47316955932797,-269,375.273831966117,-644.273831966117,406,121.96165605932117,284.03834394067883,-772,-465.6325029106894,-306.3674970893106,-191,-582.2299190918839,391.22991909188386,-624,-809.7744779152945,185.77447791529448,R12,Admitidos
R12_Desligados,-7189,-6029.075420087551,-1159.9245799124492,-1016,-892.5848444304297,-123.41515556957029,-293,-320.87216681305586,27.872166813055856,-541,-415.2819673358475,-125.71803266415247,303,1076.5060434202,-773.5060434202001,-206,294.8635206701549,-500.8635206701549,211,747.3784757150893,-536.3784757150893,392,1095.3911378325718,-703.3911378325718,-179,120.19546898565414,-299.19546898565414,106,724.8068589985776,-618.8068589985776,-140,778.9214326640163,-918.9214326640163,1914,4254.372589952435,-2340.372589952435,R12,Desligados
