region;AIC;BIC;HaQ
1;30,47310;31,46200;30,87120
2;21,05490;21,90250;21,39610
3;24,13690;25,21050;24,56910
4;26,10260;26,75240;26,36420
5;20,12660;21,20020;20,55880
6;25,76350;26,61100;26,10460
7;24,09220;25,22230;24,54710
8;21,37020;22,04820;21,64310
9;20,69820;22,22380;21,31230
10;18,73790;19,78320;19,15870
11;17,84420;19,28510;18,42420
12;27,93760;29,91520;28,73360
13;17,33700;19,00390;18,00790
14;18,81800;20,62620;19,54580
15;2,60999;6,19808;4,05425
16;17,91950;20,77310;19,06810
17;15,30680;17,48230;16,18250
18;18,57600;21,03400;19,56540
19;20,18490;22,02140;20,92410
20;33,84280;35,11420;34,35450
21;24,18130;25,39620;24,67030
22;23,40580;24,90310;24,00850
23;20,39610;23,56040;21,66980
24;10,79740;14,47020;12,27580
25;13,19920;15,77020;14,23410
26;19,84900;21,93970;20,69060
27;25,92440;27,87380;26,70910
28;15,91920;18,03820;16,77210
29;18,34050;20,82670;19,34120
30;13,15480;16,43210;14,47400
31;25,82800;26,81690;26,22610
32;26,09340;27,44950;26,63930
33;11,48440;15,12900;12,95140
34;21,03960;22,56520;21,65370
35;23,14210;24,83730;23,82440
36;19,21350;21,07810;19,96400
37;33,38220;34,06020;33,65510
38;25,83370;27,35930;26,44780
39;23,56160;25,00250;24,14160
40;23,48370;25,74390;24,39350
41;22,73260;24,48430;23,43770
42;25,62510;27,26370;26,28460
43;24,85860;26,32770;25,45000
44;25,40980;26,85070;25,98980
45;24,78520;27,35620;25,82010
46;27,50720;28,55250;27,92800
47;27,64890;28,60950;28,03560
48;23,12920;25,50250;24,08450
49;27,53350;30,58480;28,76170
50;24,82150;27,53370;25,91320
51;25,28770;26,19180;25,65160
52;23,20890;24,14130;23,58420
53;16,70390;18,56860;17,45450
54;19,09290;20,13820;19,51370
55;28,27780;29,71870;28,85780
56;23,85750;25,35490;24,46020
57;23,40750;24,42460;23,81690
58;26,02160;27,71680;26,70390
59;24,92410;26,02590;25,36760
60;23,72640;24,82820;24,16990
61;24,97180;26,18670;25,46080
62;29,89660;31,13970;30,39700
63;19,30850;20,74930;19,88840
64;23,93310;24,89370;24,31980
65;15,68260;17,60380;16,45590
66;31,57130;33,54890;32,36730
67;19,51080;21,77110;20,42060
68;14,66750;18,42510;16,18000
69;21,99440;23,15280;22,46070
70;19,22610;21,26030;20,04490
71;20,61060;22,13620;21,22470
72;23,58110;25,41750;24,32030
73;28,36890;29,55550;28,84650
74;23,44700;23,95550;23,65170
75;23,16420;24,32260;23,63050
76;19,30660;20,83220;19,92070
77;13,69630;16,80410;14,94720
78;18,70590;21,47460;19,82030
79;19,63500;21,13240;20,23770
80;26,04560;27,68420;26,70510
81;21,75230;23,61690;22,50280
82;19,47670;20,23950;19,78380
83;26,41220;27,57050;26,87840
84;23,67600;25,37110;24,35830
85;24,10230;25,99520;24,86420
86;22,18450;23,14510;22,57120
87;22,95710;24,31320;23,50300
88;31,62820;32,92780;32,15130
89;21,20130;22,02060;21,53110
90;17,25100;18,94620;17,93330
91;16,94170;18,32600;17,49890
92;18,86210;21,88520;20,07900
93;17,41230;18,54240;17,86720
94;21,25440;22,32800;21,68660
95;19,21120;21,04760;19,95040
96;21,94680;23,07690;22,40170
97;16,11020;17,97480;16,86070
98;21,54890;22,79210;22,04930
99;16,46560;17,93470;17,05700
100;20,66440;22,47250;21,39220
101;24,44700;26,70720;25,35680
102;22,61400;24,59170;23,41010
103;15,46740;18,82950;16,82070
104;10,86410;13,68940;12,00140
105;29,40940;30,45470;29,83020
106;21,41780;23,00000;22,05470
107;17,72730;19,62020;18,48920
108;22,04520;24,50320;23,03460
109;24,35450;25,56940;24,84350
110;22,52370;24,41670;23,28570
111;20,15890;22,24960;21,00050
112;20,34240;21,98110;21,00200
113;21,54760;23,86440;22,48020
114;23,59490;25,06400;24,18630
115;24,42850;26,34970;25,20180
116;35,08980;36,67190;35,72660
117;25,30380;26,32090;25,71320
