,Data,lpim_BR,ln_Selic_aa,ln_cambio,ln_IPCA,ln_oil,Dln_IPCA,EmpLiq
"2005-10","2005M10",4.5400981892443761,0.17606681399999999,4.6139316920000004,7.8290295719999996,4.0694092609999997,0.0074706509999993287,161043
"2005-11","2005M11",4.5261269786476381,0.172820532,4.5768735869999997,7.8345150190000004,4.0170298219999996,0.0054854470000007538,53301
"2005-12","2005M12",4.4612998155683892,0.167559439,4.6141299269999996,7.8381066949999996,4.0379906380000001,0.0035916759999992109,-624209
"2006-1","2006M01",4.4272389774954295,0.16256279200000001,4.6119471699999997,7.8439898049999996,4.1488542690000001,0.0058831100000000802,439152
"2006-2","2006M02",4.3845235148724688,0.15939795700000001,4.5584977779999996,7.8480827990000002,4.0930687490000004,0.0040929940000005161,494587
"2006-3","2006M03",4.5261269786476381,0.15473700300000001,4.5569248729999998,7.8523729869999999,4.1312213939999998,0.004290187999999695,250951
"2006-4","2006M04",4.4508528256037341,0.15009547200000001,4.5553494910000003,7.8544704579999998,4.2546548040000003,0.0020974709999999064,383945
"2006-5","2006M05",4.558078578454241,0.14584219300000001,4.5982462709999998,7.8554710319999996,4.252301653,0.0010005739999998653,310644
"2006-6","2006M06",4.5119578042659123,0.14129218299999999,4.6283983119999998,7.8533678919999996,4.232042452,-0.0021031400000000033,231476
"2006-7","2006M07",4.5411648560121787,0.139580967,4.6063694670000004,7.8552655690000002,4.3026870529999997,0.0018976770000005416,209200
"2006-8","2006M08",4.5910712616085894,0.136785501,4.5971380140000004,7.8557655840000002,4.2988104180000004,0.00050001500000007582,219518
"2006-9","2006M09",4.5347477216915459,0.132521685,4.5965329930000003,7.8578636919999996,4.139522769,0.0020981079999993213,244615
"2006-10","2006M10",4.5798523780038014,0.13059610499999999,4.5821062460000004,7.8611568070000004,4.0670045090000002,0.0032931150000008458,167753
"2006-11","2006M11",4.5633059818893926,0.12794445300000001,4.5912740809999999,7.8642508549999999,4.0687547669999997,0.0030940479999994608,50101
"2006-12","2006M12",4.4659081186545837,0.123862835,4.598044861,7.869038497,4.1314874159999997,0.0047876420000001474,-748929
"2007-1","2007M01",4.4659081186545837,0.12336343,4.5834356940000003,7.8734302840000003,3.9991894430000001,0.0043917870000003134,433982
"2007-2","2007M02",4.4140096805269327,0.12161804800000001,4.5627844690000003,7.8778218210000004,4.0562705250000004,0.0043915370000000564,465977
"2007-3","2007M03",4.5685062016164997,0.119897698,4.5658054620000001,7.881514599,4.1294484210000002,0.0036927779999995636,351027
"2007-4","2007M04",4.5064542130489338,0.118488871,4.5495517620000001,7.8840115920000002,4.2121981420000001,0.0024969930000002805,488415
"2007-5","2007M05",4.604169685654508,0.117160321,4.527208645,7.8868067030000004,4.2117797110000001,0.0027951110000001833,305547
"2007-6","2007M06",4.5736795188967205,0.113595643,4.5011421159999996,7.8896015149999998,4.2671367309999999,0.0027948119999994248,253783
"2007-7","2007M07",4.6031681833174183,0.11087232,4.4868369990000003,7.8919999430000001,4.3464642219999998,0.00239842800000023,223926
"2007-8","2007M08",4.6530075154022512,0.108222044,4.5245022830000003,7.8966903410000002,4.259816013,0.0046903980000001511,218631
"2007-9","2007M09",4.5890408040582074,0.106335885,4.498920386,7.8984890700000001,4.3454728620000003,0.0017987289999998879,347485
"2007-10","2007M10",4.6802776584748971,0.10597738900000001,4.4563220890000004,7.9014847159999997,4.416811311,0.0029956459999995744,260919
"2007-11","2007M11",4.6288867126054072,0.105981511,4.4565541619999998,7.9052757060000003,4.5275132659999997,0.0037909900000006047,181957
"2007-12","2007M12",4.5282891416521336,0.105981511,4.4619924160000002,7.9126501190000003,4.5166563819999999,0.0073744129999999686,-659532
"2008-1","2008M01",4.5517694092609764,0.10596502300000001,4.4565541619999998,7.9180353190000003,4.5218594630000002,0.0053852000000000899,420874
"2008-2","2008M02",4.5119578042659123,0.105976738,4.4468776070000002,7.9229243629999999,4.5519652910000001,0.004889043999999565,541484
"2008-3","2008M03",4.5819015590487373,0.105972443,4.4580613209999997,7.9277138950000001,4.6359210649999998,0.0047895320000002073,406315
"2008-4","2008M04",4.5971380142908274,0.10768646,4.4539983980000004,7.933198129,4.7021937730000003,0.0054842339999998657,449911
"2008-5","2008M05",4.6298627985784631,0.109993144,4.4322443509999996,7.9410678680000002,4.8161969889999998,0.0078697390000002088,325283
"2008-6","2008M06",4.6376373761255927,0.114126668,4.4080598120000003,7.9484418010000004,4.8907142600000002,0.0073739330000002212,428468
"2008-7","2008M07",4.6867501729805143,0.116576373,4.3951896210000001,7.9537259960000002,4.8970867589999996,0.0052841949999997695,328169
"2008-8","2008M08",4.6718938180309992,0.121501664,4.3888781100000003,7.9565223469999999,4.7348859750000001,0.0027963509999997527,335224
"2008-9","2008M09",4.6756286496366526,0.12566223500000001,4.472895147,7.9591187149999998,4.5957716120000001,0.002596367999999849,348303
"2008-10","2008M10",4.6858280890055459,0.128083587,4.6075673110000004,7.9636096729999997,4.288301068,0.0044909579999998783,93753
"2008-11","2008M11",4.5664293576716606,0.127865115,4.6117485010000001,7.9672039200000002,3.9748381670000001,0.00359424700000055,-35373
"2008-12","2008M12",4.3707128747736084,0.12804142600000001,4.6746029609999997,7.9700009109999996,3.7197248909999998,0.0027969909999994158,-1329857
"2009-1","2009M01",4.3656431554233572,0.12508271700000001,4.6183825169999997,7.9747874569999997,3.8004004999999998,0.0047865460000000581,413652
"2009-2","2009M02",4.3320482648676402,0.119203082,4.600559573,7.9802733899999998,3.7668238079999998,0.0054859330000001094,385241
"2009-3","2009M03",4.4841318576110352,0.110673942,4.578826211,7.9822695279999998,3.8467181300000002,0.0019961379999999807,343074
"2009-4","2009M04",4.4450014338352704,0.105343833,4.5578689130000001,7.9870590180000001,3.9314958099999999,0.0047894900000002849,249940
"2009-5","2009M05",4.514150787600923,0.096760004999999996,4.4988091700000004,7.9917478859999997,4.0594326479999996,0.0046888679999996796,251319
