region;AIC;BIC;HaQ
1;30,55280;31,42860;30,90530
2;21,32570;21,91900;21,56450
3;24,86340;25,28720;25,03390
4;26,30910;26,87420;26,53660
5;20,54100;21,44500;20,90490
6;26,18790;26,69640;26,39260
7;25,17380;25,65410;25,36710
8;21,55110;22,03140;21,74440
9;21,24170;22,42830;21,71930
10;19,35300;20,08760;19,64870
11;19,46590;20,05920;19,70470
12;28,80720;30,19150;29,36440
13;17,84980;19,00820;18,31610
14;19,07040;20,70910;19,73000
15;1,78345;5,76708;3,38693
16;19,45270;21,74120;20,37390
17;17,68210;19,03820;18,22790
18;19,50650;21,25820;20,21160
19;21,85230;22,78460;22,22760
20;34,16070;35,14950;34,55870
21;24,33840;25,21420;24,69090
22;23,85940;25,15900;24,38250
23;21,01920;23,87270;22,16780
24;14,20240;15,50200;14,72550
25;15,75810;16,80340;16,17890
26;20,57660;22,15870;21,21340
27;26,80300;28,18740;27,36030
28;16,96180;18,40270;17,54180
29;20,92010;22,27630;21,46600
30;13,42500;16,50450;14,66450
31;26,01850;26,89430;26,37100
32;26,91220;27,95750;27,33300
33;14,96610;16,88720;15,73940
34;22,05910;22,99140;22,43440
35;23,27360;25,19480;24,04690
36;19,97310;21,58350;20,62130
37;33,70950;34,41580;33,99380
38;26,40060;27,24820;26,74180
39;23,69710;25,02500;24,23160
40;24,46150;25,93060;25,05290
41;23,08760;24,30240;23,57660
42;26,24840;27,40670;26,71460
43;25,41820;26,57660;25,88450
44;25,42460;26,69600;25,93640
45;24,59580;27,25150;25,66480
46;27,85620;28,47770;28,10640
47;28,33890;28,81920;28,53220
48;23,67280;25,50920;24,41200
49;30,17360;31,24720;30,60570
50;26,18360;27,90700;26,87730
51;25,58280;26,26090;25,85570
52;23,23140;24,02250;23,54990
53;17,21290;18,62550;17,78150
54;19,67910;20,41370;19,97480
55;28,67090;29,65980;29,06900
56;25,36910;25,82110;25,55100
57;23,75760;24,52040;24,06470
58;26,60330;27,84650;27,10370
59;25,54780;26,16930;25,79800
60;24,02480;24,73110;24,30910
61;25,17070;26,13130;25,55730
62;30,05600;31,29910;30,55640
63;19,56120;20,86080;20,08430
64;24,96040;25,32770;25,10820
65;16,61580;17,83070;17,10480
66;31,85660;33,83430;32,65270
67;21,17020;22,32860;21,63650
68;17,13320;19,70420;18,16810
69;22,82110;23,58390;23,12820
70;20,16540;21,94530;20,88190
71;21,07500;22,51590;21,65500
72;24,24240;25,51380;24,75420
73;28,72970;29,63380;29,09360
74;23,63690;24,00420;23,78480
75;23,97500;24,65310;24,24800
76;20,40730;20,97230;20,63470
77;14,59310;17,16410;15,62790
78;20,76170;21,86350;21,20520
79;20,23660;21,19720;20,62330
80;28,05700;29,97820;28,83030
81;22,30270;23,57400;22,81440
82;19,60880;20,00430;19,76800
83;26,81570;27,77630;27,20240
84;24,14610;25,27620;24,60100
85;26,38000;27,22760;26,72120
86;22,29390;22,97200;22,56690
87;23,62970;24,42080;23,94810
88;32,38440;33,31680;32,75970
89;21,66940;22,23450;21,89680
90;17,93630;19,12290;18,41390
91;17,29050;18,30760;17,69990
92;19,66270;22,06420;20,62940
93;17,49860;18,43090;17,87390
94;21,59820;22,61530;22,00760
95;19,69450;21,36140;20,36540
96;22,46140;23,42200;22,84800
97;15,73710;17,60180;16,48760
98;21,98470;22,97350;22,38270
99;16,50480;17,83270;17,03930
100;21,44280;22,82720;22,00000
101;25,91140;27,29570;26,46860
102;23,84110;25,14070;24,36420
103;18,24590;20,19530;19,03060
104;14,67850;16,06290;15,23580
105;29,61820;30,60700;30,01620
106;23,17340;24,33180;23,63970
107;18,44920;19,89010;19,02910
108;23,47180;25,02570;24,09730
109;24,64790;25,74970;25,09140
110;23,18170;24,87690;23,86410
111;20,02590;22,14490;20,87880
112;21,14080;22,38390;21,64120
113;23,32010;25,07180;24,02520
114;23,97970;25,27930;24,50280
115;25,83540;26,76770;26,21070
116;35,32000;36,42180;35,76350
117;25,32510;26,28570;25,71180
118;23,89350;24,85400;24,28010
119;24,45900;26,04110;25,09580
120;19,92620;21,45180;20,54030
121;22,48060;24,71250;23,37900
122;25,20450;26,53240;25,73900
123;28,78540;29,91550;29,24020
124;20,93570;21,58550;21,19720
125;16,26090;17,24970;16,65890
126;25,39880;26,81140;25,96740
127;17,59370;19,37360;18,31020
128;16,45980;18,35270;17,22170
129;20,92070;21,85300;21,29600
130;16,89530;19,32500;17,87330
131;19,47360;22,12930;20,54250
132;29,23020;30,44500;29,71920
133;23,75200;24,37350;24,00210
134;28,39870;28,99200;28,63750
135;19,60540;20,79200;20,08300
136;16,86440;18,07930;17,35340
137;26,09220;26,85500;26,39920
138;16,28920;17,73010;16,86920
139;18,86630;19,62910;19,17330
140;19,46990;20,23280;19,77700
141;25,59400;26,35680;25,90100
142;20,06900;20,74700;20,34190
143;20,31860;21,13790;20,64840
144;22,41410;23,37470;22,80080
145;22,63370;23,05750;22,80430
146;18,53640;19,69480;19,00270
147;21,75790;22,74680;22,15600
148;24,30320;25,34850;24,72390
149;23,27880;25,93450;24,34770
150;26,20930;27,36760;26,67550
151;31,92990;32,91870;32,32790
152;28,93210;30,26000;29,46660
153;19,36430;20,83350;19,95570
154;22,05720;22,96130;22,42120
155;21,18490;23,50160;22,11740
156;21,90090;22,63550;22,19660
157;18,28690;19,50180;18,77590
158;17,51960;18,11290;17,75850
159;17,42380;18,66690;17,92410
160;17,92740;18,60550;18,20030
161;18,97310;19,82060;19,31420
162;20,41270;21,68400;20,92440
163;19,60540;20,84850;20,10580
164;20,64550;21,52140;20,99810
165;20,24100;20,97550;20,53660
166;18,83310;20,38700;19,45860
167;19,46960;19,94990;19,66300
168;21,78270;22,71510;22,15800
169;27,98110;29,02650;28,40190
170;20,62680;21,38960;20,93380
171;15,17290;16,47250;15,69600
172;28,56950;29,81260;29,06990
173;25,45350;26,07500;25,70360
174;32,23110;33,16350;32,60640
175;27,44680;28,32270;27,79940
176;23,64820;25,03260;24,20550
177;23,84170;25,11300;24,35340
178;23,69870;24,97010;24,21050
179;22,82850;23,93040;23,27200
180;31,63710;32,62600;32,03510
181;23,05540;24,21370;23,52160
182;20,65910;21,87400;21,14810
183;27,88810;29,32900;28,46810
184;22,18640;24,02280;22,92560
185;21,18800;23,08090;21,94990
186;23,76950;24,70190;24,14480
187;22,32230;24,89330;23,35720
188;33,94650;34,76580;34,27630
189;26,37640;27,95860;27,01330
190;34,02140;35,12330;34,46500
191;36,81120;37,65870;37,15230
192;15,16400;15,75730;15,40290
193;13,29080;14,84460;13,91620
194;21,04320;22,48400;21,62310
195;17,89460;18,68570;18,21300
196;18,23530;19,16760;18,61060
197;19,94130;21,04310;20,38480
198;26,99410;27,70040;27,27840
199;12,19390;13,83250;12,85340
200;30,61430;31,00980;30,77350
201;30,57860;31,48270;30,94250
202;22,00580;22,90990;22,36970
203;33,61430;34,09460;33,80770
204;34,43310;35,56330;34,88800
205;28,32330;29,45340;28,77820
206;22,66190;23,22700;22,88940
207;17,66600;21,11290;19,05340
208;20,27770;22,84860;21,31250
209;22,12190;23,02600;22,48590
210;21,34290;22,44470;21,78640
211;23,49700;24,14680;23,75860
212;20,11010;21,32490;20,59910
213;22,25200;24,51220;23,16170
214;22,98910;24,43000;23,56910
215;16,30060;16,97860;16,57350
216;32,45090;33,21380;32,75800
217;23,40110;24,27700;23,75370
218;24,60220;25,61930;25,01160
219;29,06100;30,50180;29,64090
220;20,02270;21,40710;20,57990
221;24,08140;25,60710;24,69550
222;26,96040;28,34480;27,51760
223;24,89210;25,37240;25,08540
224;23,37330;24,41870;23,79410
225;21,80610;22,82320;22,21550
226;23,88770;24,59400;24,17200
227;23,39560;23,96060;23,62300
228;23,68560;24,64620;24,07220
229;23,52610;25,13650;24,17430
230;29,76340;30,66750;30,12730
231;20,61980;22,23020;21,26810
232;23,32520;24,45530;23,78010
233;24,06570;25,16750;24,50920
234;26,68640;27,53400;27,02750
235;26,26230;28,01390;26,96740
236;24,38600;24,97930;24,62480
237;28,40270;29,19370;28,72110
238;28,60580;29,79240;29,08350
239;36,87510;37,83570;37,26180
240;21,25600;22,41440;21,72230
241;24,78710;26,05840;25,29880
242;27,27130;28,26020;27,66930
243;19,74840;20,73730;20,14650
244;24,26950;25,25830;24,66750
245;22,39590;24,62790;23,29430
246;28,26060;29,67320;28,82920
247;26,31700;27,13630;26,64670
248;24,32320;25,67930;24,86910
249;29,79930;30,44910;30,06090
250;31,61240;32,46000;31,95360
251;26,39060;27,49240;26,83410
252;29,55820;30,09500;29,77420
253;25,36200;26,06830;25,64630
254;26,20570;27,02500;26,53550
255;25,93070;27,00430;26,36280
256;27,01290;27,60620;27,25170
257;29,37950;30,17060;29,69790
258;22,55200;23,23000;22,82490
259;24,76820;25,44630;25,04110
260;21,10790;21,84250;21,40360
261;26,90400;27,75160;27,24520
262;25,45740;26,30500;25,79860
263;22,04600;22,61110;22,27340
264;23,90010;25,00190;24,34360
265;25,51180;26,04860;25,72780
266;26,13330;26,92440;26,45170
267;27,36300;28,63440;27,87480
268;32,40640;33,56480;32,87270
269;31,16210;32,17920;31,57150
270;30,77320;31,36650;31,01200
271;30,04430;30,83540;30,36280
272;30,22480;30,90280;30,49770
273;29,04650;29,72460;29,31940
274;25,01940;25,58450;25,24680
275;24,64860;25,35490;24,93290
276;27,63060;28,50650;27,98320
277;29,44370;29,98050;29,65980
278;21,78570;23,59380;22,51350
279;24,65660;25,33460;24,92950
280;39,16540;40,26730;39,60890
281;28,94200;29,36580;29,11260
282;20,35340;21,22920;20,70590
283;27,92220;28,65680;28,21790
284;28,09290;28,68620;28,33170
285;22,95940;23,83530;23,31200
286;23,44660;23,95510;23,65130
287;28,06700;29,28190;28,55600
288;21,44190;22,40250;21,82860
289;31,45970;31,88350;31,63030
290;26,94900;28,02260;27,38110
291;23,81120;24,51750;24,09550
292;26,27740;26,87070;26,51620
293;29,70500;30,24180;29,92100
294;27,14310;27,73640;27,38190
295;24,52780;25,17760;24,78940
296;26,94450;28,07460;27,39940
297;29,23110;29,68310;29,41300
298;31,52170;32,51050;31,91970
299;29,47340;30,91430;30,05340
300;32,36350;33,57840;32,85250
301;27,75130;28,28810;27,96730
302;28,13490;29,06720;28,51020
303;26,63690;27,17370;26,85290
304;27,07360;27,80810;27,36920
305;21,46230;21,85780;21,62150
306;25,12830;25,86290;25,42400
307;26,90760;27,64220;27,20330
308;24,92190;25,48690;25,14930
309;26,88610;27,87500;27,28420
310;27,60150;28,36430;27,90850
311;28,41100;29,14560;28,70670
312;26,36120;27,15230;26,67960
313;25,89990;26,77580;26,25250
314;27,18670;27,75170;27,41410
315;30,65970;31,45080;30,97810
316;25,44020;25,89220;25,62210
317;23,87120;24,35150;24,06450
318;26,53250;27,54960;26,94190
319;26,92350;27,51680;27,16230
320;25,18860;26,06440;25,54110
321;30,02370;30,78650;30,33070
322;31,62860;32,39150;31,93570
323;24,74580;25,62170;25,09840
324;23,14680;24,22040;23,57900
325;36,00420;36,82350;36,33400
326;27,77770;28,42750;28,03930
327;25,75030;26,51310;26,05730
328;27,54880;28,22690;27,82170
329;27,20510;27,85490;27,46670
330;25,44560;25,92590;25,63890
331;25,47050;26,23330;25,77760
332;32,27430;33,37610;32,71780
333;31,00470;31,82410;31,33450
334;26,31790;27,02420;26,60220
335;22,75780;23,23810;22,95110
336;28,30090;28,66820;28,44870
337;20,95220;21,77150;21,28200
338;21,61130;22,60010;22,00930
339;27,26350;30,31480;28,49170
340;30,88330;31,27880;31,04250
341;25,69300;26,03200;25,82940
342;27,76180;28,18560;27,93240
343;23,20060;23,65260;23,38250
344;28,98850;29,69480;29,27280
345;26,39440;26,98770;26,63320
346;39,73460;40,86470;40,18950
347;24,45810;25,22090;24,76510
348;27,29850;27,75050;27,48040
349;26,33790;27,24190;26,70180
350;32,45520;33,33110;32,80780
351;32,91260;34,15570;33,41290
352;24,91630;26,01820;25,35980
353;26,70970;27,83980;27,16460
354;28,21290;28,94750;28,50860
355;27,17060;27,87690;27,45490
356;31,77290;32,79000;32,18230
357;29,47270;30,46150;29,87070
358;30,85200;31,55830;31,13630
359;34,64780;35,46720;34,97760
360;35,15240;36,00000;35,49360
361;27,18370;28,45510;27,69550
362;30,31150;30,84830;30,52750
363;31,63310;32,67840;32,05390
364;31,82410;32,36090;32,04020
365;28,23240;29,44730;28,72140
