region;AIC;BIC;HaQ
1;31,34700;31,7990;31,52890
2;21,76030;22,0993;21,89670
3;24,98680;25,3258;25,12330
4;26,46100;26,9131;26,64300
5;20,84050;21,5468;21,12480
6;26,25090;26,5899;26,38740
7;25,23120;25,5985;25,37910
8;21,96990;22,3089;22,10630
9;21,66710;22,5712;22,03100
10;19,25840;20,0495;19,57690
11;19,55860;20,0954;19,77470
12;29,74700;30,6511;30,11090
13;18,07110;18,9752;18,43500
14;20,66720;21,6278;21,05390
15;7,52284;10,0373;8,53497
16;20,87090;22,2270;21,41670
17;18,25060;19,2111;18,63720
18;20,45170;22,0903;21,11130
19;23,07420;23,7523;23,34720
20;34,69480;35,2599;34,92220
21;24,95150;25,7708;25,28130
22;24,14900;25,1379;24,54710
23;22,01660;24,1921;22,89230
24;15,32540;16,7663;15,90530
25;17,30570;19,0291;17,99940
26;22,76430;23,6119;23,10550
27;26,89250;28,2769;27,44980
28;17,96030;19,1186;18,42650
29;19,27790;20,9165;19,93750
30;14,07530;16,8441;15,18980
31;26,19200;26,9266;26,48770
32;26,89790;27,9997;27,34140
33;11,89080;15,4224;13,31240
34;22,10370;23,0643;22,49040
35;24,48920;25,6758;24,96690
36;20,35610;21,6557;20,87920
37;33,75940;34,4092;34,02100
38;26,35630;27,2322;26,70890
39;24,29230;25,2529;24,67900
40;24,56790;26,0371;25,15930
41;23,42180;24,4671;23,84260
42;26,59460;27,6117;27,00400
43;25,68200;26,8969;26,17100
44;26,15450;27,1716;26,56390
45;24,65090;27,1937;25,67440
46;28,06790;28,5199;28,24990
47;28,61360;28,9809;28,76150
48;23,74660;25,6395;24,50850
49;30,04640;31,4025;30,59220
50;27,29720;28,3143;27,70660
51;25,86730;26,3758;26,07200
52;23,78740;24,5785;24,10580
53;17,80660;18,9085;18,25010
54;19,72420;20,4023;19,99710
55;28,93140;29,8355;29,29530
56;25,58650;25,9255;25,72300
57;24,16350;24,7568;24,40240
58;27,26650;28,0858;27,59630
59;26,09920;26,4948;26,25840
60;24,03500;24,7978;24,34200
61;25,73930;26,3609;25,98950
62;30,59440;31,3855;30,91280
63;20,55640;21,2345;20,82930
64;25,09500;25,3493;25,19730
65;16,70360;17,7772;17,13570
66;32,83070;34,1869;33,37660
67;21,36300;22,7756;21,93160
68;18,48330;20,8283;19,42720
69;22,92720;23,8030;23,27970
70;20,71790;22,3565;21,37750
71;21,48660;23,0123;22,10070
72;25,55840;26,0104;25,74030
73;29,09190;29,7417;29,35350
74;23,60920;24,0330;23,77980
75;24,23500;24,7718;24,45100
76;20,61370;21,0940;20,80700
77;17,16890;18,1577;17,56690
78;21,49270;22,3968;21,85660
79;20,48820;21,2227;20,78380
80;28,53160;29,0119;28,72490
81;22,18470;23,5408;22,73060
82;20,02130;20,3604;20,15780
83;27,73460;28,1867;27,91660
84;24,38270;25,3716;24,78070
85;27,05360;27,5904;27,26970
86;22,37160;23,0497;22,64460
87;23,82700;24,5898;24,13400
88;32,51430;33,2489;32,81000
89;21,66470;22,2298;21,89220
90;18,52670;19,5155;18,92470
91;17,75070;18,6548;18,11460
92;20,92170;22,4756;21,54710
93;18,19930;18,7078;18,40400
94;21,72130;22,5123;22,03970
95;20,18670;21,2037;20,59600
96;22,58920;23,2955;22,87350
97;17,61810;18,4657;17,95930
98;22,14680;23,0508;22,51070
99;18,49550;18,9758;18,68880
100;21,22800;22,3581;21,68280
101;26,33570;27,5788;26,83610
102;24,80900;25,9109;25,25250
103;19,36450;20,6923;19,89890
104;14,96150;16,1481;15,43910
105;30,05830;30,6233;30,28570
106;23,48640;24,4187;23,86160
107;20,14610;20,9654;20,47590
108;24,70620;26,0341;25,24070
109;24,70920;25,5850;25,06170
110;23,62890;25,0698;24,20890
111;21,37280;22,7571;21,93000
112;21,93980;22,7309;22,25820
113;23,56540;25,3171;24,27050
114;24,86810;25,6026;25,16370
115;26,20980;26,8313;26,46000
116;35,85710;36,6764;36,18690
117;26,00740;26,8549;26,34850
118;24,05630;24,7908;24,35190
119;25,34720;26,4208;25,77940
120;20,21470;21,7968;20,85150
121;23,44850;24,8328;24,00570
122;25,43080;26,8434;25,99940
123;29,18090;29,9437;29,48800
124;21,39460;21,8467;21,57660
125;16,97510;17,4837;17,17980
126;25,70620;26,8080;26,14970
127;18,41760;19,5759;18,88380
128;17,16440;18,5770;17,73300
129;21,36160;22,1244;21,66860
130;20,16530;21,4084;20,66560
131;21,69620;23,1088;22,26480
132;29,92530;30,5751;30,18680
133;23,38080;24,0589;23,65380
134;28,38120;29,1157;28,67690
135;20,37580;21,1951;20,70550
136;17,30180;18,4602;17,76810
137;26,20470;26,8262;26,45490
138;16,54500;17,9576;17,11360
139;19,82410;20,3044;20,01740
140;19,14890;20,1095;19,53560
141;25,71880;26,4533;26,01440
142;19,90470;20,6958;20,22310
143;20,60410;21,3104;20,88840
144;22,85260;23,6437;23,17100
145;22,76890;23,0797;22,89400
146;19,00560;19,7119;19,28990
147;22,30090;22,9790;22,57390
148;25,16240;25,6145;25,34440
149;23,32830;25,9840;24,39720
150;27,12050;27,9398;27,45030
151;32,88500;33,1393;32,98740
152;29,90740;30,4160;30,11210
153;19,59660;20,8680;20,10840
154;22,46560;23,2284;22,77260
155;22,51040;24,4033;23,27230
156;21,65570;22,5033;21,99680
157;19,03130;20,0766;19,45210
158;17,40110;18,1075;17,68540
159;17,65020;18,5543;18,01410
160;18,41720;18,8974;18,61050
161;19,40720;20,0005;19,64600
162;19,93410;21,1207;20,41180
163;19,88640;20,9600;20,31860
164;21,00730;22,3916;21,56450
165;20,06930;20,9451;20,42180
166;18,74690;20,1595;19,31550
167;19,33430;19,7016;19,48210
168;22,73070;23,4088;23,00360
169;27,94350;29,1019;28,40980
170;21,45290;22,0462;21,69170
171;15,13980;16,3546;15,62880
172;29,20430;29,7693;29,43170
173;26,05230;26,3913;26,18880
174;32,22750;33,2163;32,62550
175;27,82000;28,3003;28,01330
176;23,39200;25,1719;24,10840
177;23,78430;24,8862;24,22780
178;23,83760;24,9960;24,30390
179;23,19550;24,5234;23,73000
180;31,87850;32,5566;32,15140
181;24,76440;25,2164;24,94630
182;21,62840;22,5325;21,99230
183;28,20760;29,5073;28,73080
184;23,31270;24,3863;23,74490
185;22,13790;23,2962;22,60410
186;23,83200;24,7926;24,21870
187;22,18420;24,9529;23,29860
188;34,30520;34,9833;34,57810
189;26,33550;27,6351;26,85860
190;34,48430;34,9928;34,68900
191;36,49100;37,3386;36,83220
192;15,22070;15,6445;15,39130
193;13,80580;15,0489;14,30620
194;22,46650;23,9074;23,04650
195;18,05450;18,7325;18,32740
196;19,39240;19,9292;19,60850
197;20,20130;21,2184;20,61070
198;27,17720;27,7423;27,40470
199;12,65220;14,0366;13,20950
200;30,68280;31,0500;30,83060
201;31,50360;31,9556;31,68550
202;22,31450;22,9360;22,56460
203;33,63040;34,1672;33,84640
204;34,52100;35,4534;34,89630
205;28,48460;29,0779;28,72340
206;22,91770;23,3415;23,08830
207;21,53090;22,4633;21,90620
208;19,79900;22,5677;20,91340
209;22,40160;23,0797;22,67450
210;21,56600;22,4418;21,91850
211;23,53530;24,2133;23,80820
212;19,75700;21,3391;20,39380
213;21,95390;24,3271;22,90920
214;24,88090;25,4742;25,11980
215;16,18490;16,9195;16,48060
216;32,79920;33,1947;32,95840
217;23,62550;24,5296;23,98940
218;24,68230;25,5864;25,04620
219;29,82450;30,5590;30,12020
220;21,57510;22,4792;21,93900
