Data,R1_Desligados,R2_Desligados,R3_Desligados,R4_Desligados,R5_Desligados,R6_Desligados,R7_Desligados,R8_Desligados,R9_Desligados,R10_Desligados,R11_Desligados,R12_Desligados,R13_Desligados,R14_Desligados,R15_Desligados,R16_Desligados,R17_Desligados,R18_Desligados,R19_Desligados,R20_Desligados,R21_Desligados,R22_Desligados,R23_Desligados,R24_Desligados,R25_Desligados,R26_Desligados,R27_Desligados,R28_Desligados,R29_Desligados,R30_Desligados,R31_Desligados,R32_Desligados,R33_Desligados,R34_Desligados,R35_Desligados,R36_Desligados,R37_Desligados,R38_Desligados,R39_Desligados,R40_Desligados,R41_Desligados,R42_Desligados,R43_Desligados,R44_Desligados,R45_Desligados,R46_Desligados,R47_Desligados,R48_Desligados,R49_Desligados,R50_Desligados,R51_Desligados,R52_Desligados,R53_Desligados,R54_Desligados,R55_Desligados,R56_Desligados,R57_Desligados,R58_Desligados,R59_Desligados,R60_Desligados,R61_Desligados,R62_Desligados,R63_Desligados,R64_Desligados,R65_Desligados,R66_Desligados,R67_Desligados,R68_Desligados,R69_Desligados,R70_Desligados,R71_Desligados,R72_Desligados,R73_Desligados,R74_Desligados,R75_Desligados,R76_Desligados,R77_Desligados,R78_Desligados,R79_Desligados,R80_Desligados,R81_Desligados,R82_Desligados,R83_Desligados,R84_Desligados,R85_Desligados,R86_Desligados,R87_Desligados,R88_Desligados,R89_Desligados,R90_Desligados,R91_Desligados,R92_Desligados,R93_Desligados,R94_Desligados,R95_Desligados,R96_Desligados,R97_Desligados,R98_Desligados,R99_Desligados,R100_Desligados,R101_Desligados,R102_Desligados,R103_Desligados,R104_Desligados,R105_Desligados,R106_Desligados,R107_Desligados,R108_Desligados,R109_Desligados,R110_Desligados,R111_Desligados,R112_Desligados,R113_Desligados,R114_Desligados,R115_Desligados,R116_Desligados,R117_Desligados,R118_Desligados,R119_Desligados,R120_Desligados,R121_Desligados,R122_Desligados,R123_Desligados,R124_Desligados,R125_Desligados,R126_Desligados,R127_Desligados,R128_Desligados,R129_Desligados,R130_Desligados,R131_Desligados,R132_Desligados,R133_Desligados,R134_Desligados,R135_Desligados,R136_Desligados,R137_Desligados,R1_Admitidos,R2_Admitidos,R3_Admitidos,R4_Admitidos,R5_Admitidos,R6_Admitidos,R7_Admitidos,R8_Admitidos,R9_Admitidos,R10_Admitidos,R11_Admitidos,R12_Admitidos,R13_Admitidos,R14_Admitidos,R15_Admitidos,R16_Admitidos,R17_Admitidos,R18_Admitidos,R19_Admitidos,R20_Admitidos,R21_Admitidos,R22_Admitidos,R23_Admitidos,R24_Admitidos,R25_Admitidos,R26_Admitidos,R27_Admitidos,R28_Admitidos,R29_Admitidos,R30_Admitidos,R31_Admitidos,R32_Admitidos,R33_Admitidos,R34_Admitidos,R35_Admitidos,R36_Admitidos,R37_Admitidos,R38_Admitidos,R39_Admitidos,R40_Admitidos,R41_Admitidos,R42_Admitidos,R43_Admitidos,R44_Admitidos,R45_Admitidos,R46_Admitidos,R47_Admitidos,R48_Admitidos,R49_Admitidos,R50_Admitidos,R51_Admitidos,R52_Admitidos,R53_Admitidos,R54_Admitidos,R55_Admitidos,R56_Admitidos,R57_Admitidos,R58_Admitidos,R59_Admitidos,R60_Admitidos,R61_Admitidos,R62_Admitidos,R63_Admitidos,R64_Admitidos,R65_Admitidos,R66_Admitidos,R67_Admitidos,R68_Admitidos,R69_Admitidos,R70_Admitidos,R71_Admitidos,R72_Admitidos,R73_Admitidos,R74_Admitidos,R75_Admitidos,R76_Admitidos,R77_Admitidos,R78_Admitidos,R79_Admitidos,R80_Admitidos,R81_Admitidos,R82_Admitidos,R83_Admitidos,R84_Admitidos,R85_Admitidos,R86_Admitidos,R87_Admitidos,R88_Admitidos,R89_Admitidos,R90_Admitidos,R91_Admitidos,R92_Admitidos,R93_Admitidos,R94_Admitidos,R95_Admitidos,R96_Admitidos,R97_Admitidos,R98_Admitidos,R99_Admitidos,R100_Admitidos,R101_Admitidos,R102_Admitidos,R103_Admitidos,R104_Admitidos,R105_Admitidos,R106_Admitidos,R107_Admitidos,R108_Admitidos,R109_Admitidos,R110_Admitidos,R111_Admitidos,R112_Admitidos,R113_Admitidos,R114_Admitidos,R115_Admitidos,R116_Admitidos,R117_Admitidos,R118_Admitidos,R119_Admitidos,R120_Admitidos,R121_Admitidos,R122_Admitidos,R123_Admitidos,R124_Admitidos,R125_Admitidos,R126_Admitidos,R127_Admitidos,R128_Admitidos,R129_Admitidos,R130_Admitidos,R131_Admitidos,R132_Admitidos,R133_Admitidos,R134_Admitidos,R135_Admitidos,R136_Admitidos,R137_Admitidos
1995M12,1343,1961,46,988,9,12,6904,25,490,43,770,129,8178,566,180,2352,12,1896,1026,1344,3453,900,160,335,150,278,4006,127,106,414,292,14591,220,559,124,737,931,333,305,4444,303,58,1324,4409,638,1713,1492,2885,15869,59,583,4911,105,254,4229,795,2521,1740,646,16311,1429,4708,1273,3379,521,1085,14223,2013,49970,5786,4719,10981,1777,8752,1156,2677,10362,2119,955,5593,2027,2563,4988,85445,14367,39211,10097,12471,6278,12174,31845,5718,4294,8304,5283,21428,11296,1168,186119,5153,1180,14201,6703,3079,5795,1637,1864,1041,27285,7164,7843,3896,11215,16094,5042,7627,8084,2135,4149,37903,3624,5869,845,5417,1805,3901,2155,607,2053,4279,1157,237,520,13254,823,3801,13211,942,769,43,353,1,7,4143,8,373,6,303,103,4657,225,108,891,14,635,441,329,2336,800,159,219,72,245,1740,89,61,351,353,12449,113,460,79,669,953,163,21,3550,134,40,843,3186,292,863,1101,1860,11841,57,417,3707,27,204,3136,248,966,1510,453,12191,1101,3018,578,2004,329,460,9271,875,34704,3882,2466,8134,1006,5609,630,1864,8658,1514,322,1995,1498,1754,3639,67284,4347,8714,1902,6120,3311,6390,17871,2784,1907,2429,2150,14755,10952,975,136652,1176,977,6764,940,2075,2751,763,1056,541,17540,3018,3785,1418,6432,5359,3149,4433,4492,1661,3377,29593,2179,5240,329,3272,823,1212,777,379,466,2441,592,114,392,9074,570,2223,11066
1996M01,1047,1166,38,564,5,18,6507,8,413,13,632,160,6726,497,284,1537,15,678,827,448,3118,744,204,209,116,246,2017,104,83,449,537,15425,276,428,101,777,1184,387,91,4199,355,107,1487,7625,411,1102,1430,10905,14860,52,454,4931,75,185,4317,445,1164,2283,488,15774,1454,3529,787,2780,577,760,11603,1630,44932,5469,3588,10357,1666,7876,829,1806,10348,1559,606,2609,2328,1667,4748,84296,7246,13087,4187,9478,6163,9336,23506,3540,2438,3027,4265,18858,11404,1333,169745,2186,1620,13224,1884,3407,4444,1256,1472,1070,30030,5057,6563,2105,8606,5703,3949,6835,6195,1738,3770,34446,2601,7429,584,4662,1402,3632,1403,361,524,4469,924,193,368,11357,664,2821,11881,1308,1516,71,974,14,18,7690,17,1161,12,609,178,9084,1113,124,2213,48,1381,1484,741,3597,1070,321,426,396,419,3953,185,130,515,447,18965,486,600,214,1039,1405,1384,239,6597,345,79,1639,4718,469,1368,1970,2184,17566,102,825,7111,62,371,4036,560,1823,2833,748,21345,1790,5022,1254,3257,677,780,14871,1580,53200,6113,4176,12790,1650,8700,1131,2444,13957,1922,971,3683,2596,2790,5439,99440,11864,19347,3886,9321,5452,10856,30200,3954,2736,3284,4072,21251,13213,1738,185904,2030,914,12219,2190,3516,5168,1704,2068,1179,30849,7128,7429,2188,11856,8333,4994,6213,7683,2011,6710,39942,2976,5407,781,5468,1746,3901,1751,828,1097,5288,1306,298,743,14419,1155,3515,19449
1996M02,1093,1342,40,584,23,28,6434,31,445,6,771,184,6539,546,210,1954,11,828,825,462,3936,1072,199,255,209,443,2425,164,97,515,501,14205,449,422,113,724,1602,382,83,6722,315,69,1298,5464,392,802,1444,8515,16572,52,337,9166,43,252,4788,433,1151,1830,679,15188,1261,3690,745,3074,498,694,11764,1284,46366,5685,3518,11284,1563,8293,962,2165,10644,1696,583,2797,2585,1878,5560,82925,8761,13874,4030,10075,6835,9797,26753,3907,2664,2601,3749,20057,11874,1272,187248,2040,1040,10636,1979,3082,5242,1711,1509,1211,29716,6811,7556,2302,12022,6635,4128,6183,7250,1666,3834,34442,2253,5085,683,5485,1496,2307,1650,420,607,3830,1145,193,389,12218,857,2768,13726,1360,1677,17,746,20,20,7891,41,731,14,680,187,7922,415,112,1497,58,2712,1401,751,3575,1056,140,332,137,334,3677,134,110,599,425,17165,299,439,173,945,1419,346,202,4444,416,56,1405,4733,643,1480,1726,1456,14973,93,406,4164,185,270,4339,527,1892,2660,544,16161,1338,3531,1005,3695,700,952,13866,1852,51846,5679,4545,12827,2024,8639,1172,2329,12399,1548,522,2835,2392,1845,5414,83789,10374,19624,4516,10050,5932,10393,27494,4095,3058,3027,3613,22878,12962,1485,212263,2129,1403,11306,2201,3488,6147,1773,2081,1200,37250,10984,9192,3567,11316,8020,4539,5683,7392,1686,8224,29816,2491,3484,929,7739,1886,2888,2322,879,1247,4980,1663,255,718,14320,1276,4363,14517
1996M03,1216,1250,31,818,8,27,6948,14,527,11,610,199,7987,439,146,1770,20,741,805,509,3570,954,220,320,262,281,2916,146,117,474,502,16799,269,703,115,778,1616,493,102,4556,402,81,1324,5662,437,1093,1480,11420,19455,73,369,14086,60,215,4712,494,1362,2167,741,20372,1690,4275,804,3446,692,894,12665,1658,52959,6770,3994,11694,1735,9367,1282,2677,12417,1843,673,2902,2960,1879,5057,95764,8679,17154,4261,9940,7179,10355,26723,3742,2788,4258,3680,21189,13453,1183,196751,2153,1084,11485,2436,3193,5466,1616,1699,1207,37536,6550,7172,2137,10519,7636,4672,7226,8609,2133,4555,39733,3062,4661,580,5307,1384,2257,2021,423,713,4516,1092,217,1621,12752,899,3051,20519,1403,2025,120,947,56,24,7387,32,751,7,626,295,8798,524,115,1925,45,1467,1187,1109,3521,1182,295,459,276,334,3461,232,235,994,464,17733,704,312,182,854,1364,549,197,5108,468,78,1530,5164,554,1268,1636,2255,17159,138,436,4118,36,319,4841,535,1261,2812,1054,21258,2333,4749,1289,3821,705,872,14029,1717,57068,7463,4855,13274,2032,9815,1671,3700,13430,2171,1074,3356,3056,2790,6495,105527,9657,19712,4637,10609,6062,10577,28060,5058,3371,3773,4040,22693,13693,1467,222352,3002,1792,14565,2989,4027,6919,2031,2605,1136,34961,7397,8372,2638,10360,8104,5265,9912,8748,2858,9127,45122,4579,6061,809,7761,1693,3559,2932,619,2072,5718,1765,281,1914,15875,1263,4368,15213
1996M04,973,1287,30,723,5,17,10032,29,537,7,568,174,6869,519,108,1467,22,923,784,542,3115,894,175,410,127,339,2416,114,99,432,410,14310,250,402,107,733,1362,443,87,3852,299,71,1261,4504,497,1069,1357,2497,16681,75,735,6572,43,245,4433,500,1447,2280,698,21609,1660,4511,738,2806,624,826,12382,1322,49547,6501,4097,11622,1637,8234,1143,2752,10623,1419,559,2373,2338,1793,4861,87743,6976,22589,3557,9996,5489,15337,27457,3724,2445,3025,3583,20858,11523,1180,178997,1879,1129,11413,2657,3180,4783,1551,1718,979,28919,6044,7328,2361,9418,6740,4053,6960,7438,2241,5040,39297,3700,5110,585,5586,1547,2475,2087,414,618,4255,1452,244,581,11368,918,2884,14598,1334,2090,140,928,37,18,7806,27,600,17,592,195,9030,321,118,1572,26,1227,1269,1080,3530,1070,208,393,202,312,2936,129,83,757,362,16538,388,380,336,1074,1026,454,155,5079,291,73,1408,5396,585,1464,1833,4094,16945,94,420,4901,115,340,4717,642,2797,2500,720,19097,2002,4368,956,3389,771,930,14391,1488,56100,8142,4558,15789,1924,10527,1870,3020,12410,1713,880,3242,2768,2585,6577,99207,10964,37769,8814,11612,8205,14071,30212,5002,2744,6248,3932,22870,12539,1461,204203,5820,1999,17501,3626,3437,5315,1722,2038,1107,30554,5782,7687,2265,10128,7373,4982,9625,8188,2391,5456,42744,3019,4286,651,5823,1907,2901,3222,698,3858,5023,1600,224,1171,15442,1633,5999,15194
1996M05,1063,1447,56,806,9,31,7958,23,493,10,489,139,8085,418,113,1611,24,887,763,582,3220,1095,210,312,151,259,2669,151,134,420,428,16226,250,310,148,820,2504,392,107,4605,280,68,1283,4995,379,1178,1252,2007,14703,78,518,4139,49,258,4204,728,1429,2062,569,19231,1256,3469,948,2928,538,751,13016,1295,49757,7119,4100,12883,1550,8147,1304,2515,10774,1410,585,2599,2423,1661,5507,86576,7834,18163,4307,9839,5255,10234,26244,3801,2553,3482,3100,19671,11475,1282,181396,2395,1192,10373,2822,3392,4105,1443,1908,1163,27901,5758,7692,2189,9407,6811,4568,7909,6679,2242,5668,39939,4187,4918,502,5387,1586,2446,2366,482,1038,4796,1310,147,459,12764,934,3395,14822,1418,2290,135,1172,41,23,8702,33,769,22,611,195,8492,301,100,1534,30,1441,1629,1794,3656,1092,212,477,201,325,3090,168,123,700,554,18104,497,657,130,1278,1192,802,143,5149,401,48,1584,5340,572,1300,1719,4804,17110,153,474,6537,78,316,4992,894,1539,2471,756,20562,1700,5520,1578,3986,1230,1330,26276,2544,56865,6170,5721,28663,2130,11002,1653,4618,12041,2799,1362,4555,3000,2605,7228,94823,15248,40764,8265,16747,9214,22220,35089,8349,4195,7227,4828,21437,14144,1397,198590,7129,3461,18788,7536,4102,5145,1827,1820,1161,28908,5411,7277,2558,10181,7094,4831,7512,7218,2320,5459,39203,2553,3639,634,5833,1792,5045,3050,1114,3917,5780,2792,273,1144,16752,1356,5379,15321
1996M06,1196,1192,47,785,9,16,5846,15,579,12,512,188,6724,391,98,1390,20,984,912,746,3002,1045,223,271,210,371,3233,99,113,401,443,14978,255,397,125,815,1619,354,77,3960,254,61,1085,3934,395,919,1175,1701,13564,73,940,3623,24,200,3867,456,1552,1788,388,16702,1293,3215,891,3119,527,713,14460,1364,44974,5846,3451,14349,1685,8397,1042,1978,10496,1317,571,2316,2018,1972,7062,79377,7557,14200,3189,9060,5110,8713,22171,3570,2653,2678,3463,18684,10938,1064,161191,2520,1069,9351,2490,3035,4223,1338,1798,870,25805,4623,6278,1653,8782,5372,3728,6236,6009,1804,7838,34611,2945,3942,474,4642,1249,1879,1912,486,1099,4608,1110,196,601,11980,815,3386,13083,1194,2719,171,1277,13,66,7696,18,637,45,784,228,8316,396,148,1663,28,1475,1535,1556,3798,1259,211,444,658,416,3698,156,218,777,864,17997,378,741,158,1399,1290,614,105,5095,423,89,1511,4095,647,1613,1718,3441,17045,70,407,4523,31,229,4064,698,1466,2405,553,17305,1698,3893,2393,3892,1039,1012,27984,2120,51345,6180,4987,29907,2725,10046,1670,2545,11307,2080,865,5782,2441,2047,5285,85836,13869,23844,5600,11014,8608,11154,27200,5792,4112,4280,3799,20814,12119,1299,180566,5396,1278,13035,5910,2904,4550,1505,1520,1250,26762,5021,6206,2116,8291,5926,4199,6938,7022,1946,4041,33014,2430,3329,578,4737,1551,2620,3254,596,1993,4505,1609,335,831,14903,1125,3798,15234
1996M07,1157,1464,61,1053,8,42,6008,13,569,16,747,168,6534,352,90,1757,40,1511,910,816,3643,1106,175,394,211,429,2579,105,162,484,444,15868,277,462,120,809,1302,394,510,4953,295,61,1273,4709,445,1011,1362,2117,15509,69,312,4255,41,229,4066,406,1264,2235,647,18151,1422,3507,1549,3359,818,1060,19349,1369,49122,5685,4211,17370,1654,9373,1108,2568,10322,1731,827,2813,2727,2134,5415,87660,6858,16611,3443,10351,5503,9023,24871,3557,3109,2737,3178,19315,11464,1119,180132,2723,1071,10531,3688,3216,4842,1448,1647,968,27641,5166,6473,2077,8629,6315,4708,6193,6730,1974,6311,35627,2356,3940,538,4806,1227,2244,2001,453,2840,4712,1281,148,648,12392,834,2910,14298,1407,2593,74,1287,13,71,8876,26,888,16,772,234,6808,326,179,2291,35,1497,1285,1892,3800,916,195,2349,378,353,4319,147,178,646,290,18712,317,579,160,1125,1739,494,151,5979,448,65,1342,5943,611,1290,1810,2157,16549,104,948,4366,48,260,4313,481,1963,2321,570,20312,2761,4223,2271,3808,603,1242,22234,1950,54144,6085,5135,23266,1913,11006,1791,2409,11947,1715,1564,3630,2534,1645,6662,88951,9530,17357,4678,12194,8063,10495,26216,4726,3199,3248,3824,22754,13642,1383,188042,2908,1388,12347,2931,3100,5410,1518,1588,1208,28725,5312,6327,2181,8820,5974,4167,7797,7416,1995,3990,36507,2519,3773,586,4675,1765,2370,2300,549,1126,5356,1389,267,652,15139,1153,3815,15152
1996M08,1217,1437,76,1030,6,29,6545,10,610,12,762,172,7310,311,101,1432,33,962,866,1253,3411,852,201,336,208,401,2847,137,129,465,411,16838,311,410,113,892,1108,483,95,4623,281,52,1311,4680,438,1093,1369,3455,16892,55,675,4260,71,217,4655,555,1070,2101,662,20829,1729,3660,1820,3245,545,1052,22361,1278,50443,5116,4774,22428,2318,9471,1192,2372,10593,1484,638,2765,2193,1664,6074,94230,6886,16583,3640,10777,6301,9373,26750,3613,3686,3426,3018,21604,12019,1017,195187,2625,1112,11487,3303,2904,4887,1371,1615,957,26730,4890,6754,2023,8906,6121,4286,5951,6416,1842,4863,34768,2568,3616,541,4828,1266,2334,1996,446,887,4899,1317,224,543,13105,897,3661,15816,1564,1936,132,981,9,68,8628,22,738,13,966,192,7572,580,173,2148,71,1438,1143,1483,4367,1161,314,552,272,397,3411,126,187,1288,371,17333,351,574,179,1185,1890,758,389,6951,387,77,1678,8174,691,1437,1754,5536,17953,86,434,4512,100,603,4988,528,1355,2136,687,18943,2043,3682,1453,3721,585,1022,18988,1610,53852,5644,4857,20606,2069,10135,1858,2571,11796,1577,853,3095,2398,1814,6519,89862,7501,14832,4179,9928,5931,9651,26678,4230,2861,3697,3430,22652,13335,1225,201924,2935,931,12471,2560,3283,5043,1543,1513,1265,27555,5190,7326,1740,8893,6931,4032,7078,7017,1903,4372,36372,2319,3473,551,5128,1476,2071,2260,488,1186,4595,1066,249,646,15621,1182,3266,16084
1996M09,1201,1318,53,1041,9,15,6097,12,618,4,569,143,7271,284,130,1483,16,831,990,863,3198,783,129,187,286,305,2670,119,114,2692,300,14736,228,279,156,794,984,366,187,3853,212,54,1037,4937,366,993,1155,3493,14905,45,451,4338,53,211,4208,443,1245,1946,462,16908,1347,3704,1470,2800,1026,1256,23682,1456,50945,4833,3802,26459,1760,9636,1101,2384,9232,1270,614,2430,2284,1558,4889,78008,6194,14743,2934,10450,5574,8858,23902,4257,3321,2689,3287,18313,10900,917,168628,1990,944,9171,2250,2724,4175,1276,1301,1198,25042,4802,6082,1622,7458,5777,3584,5692,5629,1561,3825,31893,2573,3245,490,4216,1382,1989,1844,1276,1233,4108,2667,197,744,12602,852,2731,13595,1507,1646,73,1027,8,26,8908,16,1452,6,875,117,7436,660,329,2147,29,1292,1162,1328,3528,1321,225,251,193,310,3590,180,126,1024,415,16709,372,570,118,1043,1503,511,273,7943,341,133,1454,6863,508,1866,1828,15258,22451,122,1239,18985,70,397,4417,473,1824,2451,618,21357,1850,3248,1207,3232,525,853,14476,1486,53578,5820,4255,14392,1913,9122,1510,2710,11940,1602,701,2853,2252,1649,5705,86067,6502,14242,4162,8996,5626,9253,25526,3508,2440,3343,3338,22823,12729,1077,188905,2330,1158,12143,2109,3176,4494,1565,1365,1091,27761,4969,6811,1809,8754,6344,3887,6210,6769,1863,3913,35317,2176,3541,581,4757,1575,1899,2237,605,686,4816,1235,213,712,14729,1328,3448,14957
1996M10,1295,1365,210,1099,6,28,6951,20,767,8,651,147,7202,311,148,1452,29,1622,967,936,2822,810,278,2096,352,293,2398,125,67,457,291,16299,233,412,129,1023,1350,419,203,5060,390,62,1177,4520,472,1937,1365,2550,16066,87,465,5262,50,206,4337,425,1356,2433,659,39987,1609,3481,1895,3081,675,1363,19503,1576,50819,5437,3839,24809,2012,9651,1274,3122,9914,1308,694,2642,2212,1473,5541,88508,8841,14621,3332,8630,6959,15598,24802,6132,2486,3662,3784,19135,10367,1154,169471,1909,1002,12252,2436,2977,4417,1363,1481,1366,27827,4708,6386,1615,8977,6559,3931,5993,6362,1757,3763,34664,2315,3420,556,5475,1374,2022,2719,529,2069,5152,1050,219,795,13377,920,3195,15546,1205,1326,67,843,2,11,8510,16,1334,32,841,94,6451,441,87,1872,48,1179,1003,963,3516,957,164,495,194,310,3279,118,104,966,521,16024,381,515,297,1004,1367,378,165,5680,372,51,1137,5579,719,1782,1614,6183,18093,109,717,13673,28,384,4945,437,1754,2035,476,19919,1519,3560,899,2839,433,781,12840,1379,51905,5578,3909,12959,1742,8337,1214,2784,10827,1794,753,2451,2163,1666,5561,84199,7278,13647,3982,9677,6698,12170,25654,3336,2494,3286,3146,21979,11798,1151,174836,2328,1229,10971,1695,3421,4375,1354,1259,986,27023,5565,6606,2417,9869,6331,4071,6974,6802,1882,4430,37756,2368,4481,521,4527,1349,1832,2454,525,663,4449,1542,176,489,14145,1138,3434,13240
1996M11,1289,1487,135,966,49,37,6488,10,832,10,681,160,6332,312,122,1812,23,1100,1185,1530,2982,1154,159,496,249,385,4113,134,95,543,353,14430,254,472,163,763,1052,500,284,4651,325,94,1380,4945,469,1604,1278,2290,15494,51,547,5126,54,222,4356,455,2458,2020,560,17522,1304,3341,960,2859,490,721,12014,2057,49797,5920,3672,14259,1552,8595,1192,2410,11523,1538,632,4089,1939,1609,4890,80442,10868,23322,10244,10505,6305,14519,24924,6247,2184,8050,3823,19179,14862,1036,159293,4090,1359,10914,2545,2828,4670,1315,1485,1039,26778,5361,6108,2150,7803,6137,3886,6042,6771,1908,3813,34131,2470,3930,686,5477,1760,2599,2492,480,3457,4841,1043,200,714,15570,875,5425,13732,1213,1344,23,713,4,7,7632,19,1721,7,504,99,6024,298,100,1835,79,1258,847,831,3393,1161,157,380,156,238,3970,138,136,753,642,15773,249,331,156,1002,1298,600,92,4781,324,44,1769,5329,533,1080,1399,2712,17283,215,304,6545,32,299,4923,481,1117,2534,757,19164,1659,3424,988,3015,408,722,11142,1414,49058,6517,3688,11909,1658,8047,1198,2266,10354,1666,798,2572,2135,2012,5301,84025,7028,11824,3405,7821,5581,10227,23307,3240,2117,2223,3128,20100,11312,1211,167040,1736,738,11021,1708,3060,4162,1337,1290,1097,25872,5541,6209,2460,8124,6516,4360,6741,7440,1938,4600,37009,2427,5741,439,4679,1110,1889,2083,553,565,4798,1172,262,408,14159,1152,2875,12924
1996M12,2276,2957,41,973,2,24,8693,22,1498,14,879,184,7972,476,384,2188,16,1184,1391,1869,3538,1066,233,343,674,482,3028,207,91,1036,841,14224,360,609,128,1080,2290,1918,589,4735,372,150,1552,4667,605,1782,1523,2399,16587,71,414,6445,31,240,4349,699,3462,2568,635,23557,1904,4411,1206,3234,1093,1416,14587,2448,53566,7348,5046,13183,2574,9924,3034,5380,11406,3946,1252,5628,3285,2707,5826,82952,18608,49673,9187,13559,7782,13609,30179,5764,2612,5078,3413,22641,12622,1354,173704,7308,3426,19585,5949,3355,6803,2515,2222,1304,42322,9814,8680,4328,10787,15357,5668,11018,8290,2409,6036,39013,3386,6313,1133,5335,1864,5401,3384,1073,1225,4984,1400,324,1103,16148,1191,5955,13330,1106,1022,34,575,1,46,4423,7,581,28,367,70,4994,142,85,790,65,882,659,517,2799,928,117,203,122,279,2564,131,50,477,380,10755,147,298,119,553,826,290,98,3445,239,58,1091,3342,382,626,1152,1790,13148,61,219,3818,19,130,3758,396,1079,1609,331,15493,1208,2899,627,2341,275,692,8456,864,35708,4186,2760,8058,1190,6087,764,1712,8892,1248,551,1987,1657,1499,3941,60284,4311,7711,1891,6721,3894,6397,16263,2087,1820,1297,2273,15827,10248,841,115930,1556,562,7292,1265,2084,2892,806,762,687,18556,2821,3737,1366,6114,5290,2981,4677,4265,1537,3494,26245,2282,6006,251,3049,813,1127,981,369,312,3121,791,174,302,10220,642,1990,10241
1997M01,1099,1460,49,906,3,8,5614,93,1095,7,964,90,5619,344,348,1103,13,811,1152,663,2940,850,401,391,403,302,2509,152,147,900,588,13729,259,581,563,808,1260,303,314,5054,373,134,1926,6127,554,1033,1685,2335,16239,84,461,6000,54,221,3713,497,1454,2103,893,15629,1804,4322,834,2714,588,763,11230,1537,43588,5961,3677,10914,1873,8723,1259,1808,9674,1418,705,3968,2334,1545,5492,77083,7244,12608,4081,8547,7966,8528,24124,3937,2718,2571,3348,18776,11572,1232,156614,2201,997,10796,1994,3048,4409,1360,1614,1114,24892,5553,6797,2037,7850,5320,4003,6472,5894,1841,4847,31669,2062,6201,477,4881,1457,2190,1665,495,664,4617,991,220,505,12255,839,3297,9970,1589,1995,78,1194,11,35,8239,109,723,20,839,314,9032,1800,124,2574,109,1360,1902,1176,4352,1685,323,481,261,351,3727,186,250,1315,822,17854,407,1086,243,1641,1880,770,426,6680,424,137,1973,5572,962,1287,2209,2909,19158,292,592,6039,105,320,4872,757,2678,3342,1403,22300,1976,6982,1399,4377,1057,1169,14418,1808,55079,7051,4320,14410,2475,10187,1315,3614,13938,2281,797,2870,2465,3917,6068,91475,11429,23323,4401,9129,6744,11316,30312,4275,3108,5458,4270,21624,13587,2136,187029,2453,1438,12589,2468,3787,6017,1990,2294,1652,28891,8751,7584,2606,12407,8563,5348,10272,9430,2907,8169,42138,3661,5733,892,5416,2054,3824,2718,989,791,6184,1447,650,882,18273,1100,5269,13997
1997M02,1104,1611,51,571,2,9,6145,38,491,15,714,153,5712,383,109,1358,12,914,882,813,3221,942,530,263,183,448,2785,121,182,693,432,13183,746,523,205,1031,1747,287,80,6536,549,109,1479,6492,636,825,1157,5430,14750,94,321,8161,69,187,4156,417,926,2636,785,19628,1424,3661,745,2627,499,621,10544,1313,43135,5491,3519,10847,1444,8381,1028,2480,9714,1466,773,2917,2229,1978,4882,74243,8216,13367,3350,8455,6817,7741,22455,3599,2630,2705,3349,18777,11176,1557,164546,1877,1318,10627,2095,3018,4570,1552,1663,1169,25232,6599,7169,2088,9974,6348,4887,6486,7067,1646,4466,33159,1987,4666,490,4637,1288,2024,1842,481,681,4253,1054,215,602,12802,955,3187,11296,1659,2220,30,688,2,15,7069,34,756,10,682,141,6313,843,686,1695,9,1337,1544,1052,3347,1071,223,362,544,402,3042,116,223,1192,585,14886,298,1224,186,1326,950,915,445,4762,362,96,1743,4414,905,1357,1865,1650,15267,103,586,3988,80,300,4877,577,1655,1968,845,18320,1659,3913,1324,3982,1173,1184,14422,2102,54836,6970,4737,13705,2883,10556,1416,2949,11392,2439,837,2565,2560,2363,5013,75614,11888,19561,4608,9566,5940,10141,28506,5637,3086,4254,3961,22691,13249,1912,201603,2826,1984,13041,2649,3442,6591,2176,2491,1287,44150,11147,9674,4190,12725,8622,6171,7798,8820,1744,10365,33181,2330,3866,984,6076,2008,4042,3036,1083,800,5950,1778,559,701,15686,1368,6634,18847
