region;AIC;BIC;HaQ
1;30,7389;31,7843;31,1597
2;21,4421;22,2332;21,7606
3;24,4422;25,2616;24,7720
4;26,6511;27,1314;26,8445
5;20,6341;21,5664;21,0094
6;25,9892;26,5542;26,2166
7;24,7492;25,8228;25,1814
8;21,8322;22,3690;22,0482
9;21,8019;22,8472;22,2227
10;19,3504;20,3957;19,7712
11;19,5638;20,5244;19,9505
12;28,2435;30,0517;28,9713
13;18,3048;19,4631;18,7710
14;20,7602;22,0315;21,2719
15;11,4579;13,3791;12,2312
16;20,5718;22,5212;21,3565
17;20,6852;21,3915;20,9695
18;19,8818;21,8029;20,6551
19;23,8158;24,3243;24,0205
20;34,4191;35,2667;34,7603
21;24,8693;26,0559;25,3469
22;23,9484;25,2197;24,4601
23;22,4757;24,8772;23,4423
24;14,6545;16,1519;15,2572
25;17,0262;18,2129;17,5039
26;22,1173;23,3604;22,6177
27;27,0858;28,4136;27,6203
28;17,5512;18,9074;18,0971
29;20,1155;22,1497;20,9343
30;14,1738;17,1121;15,3565
31;26,6167;27,2666;26,8783
32;26,9313;28,3440;27,4999
33;15,8285;17,6084;16,5450
34;22,1337;23,3203;22,6113
35;22,6913;25,1493;23,6807
36;19,1275;21,7267;20,1737
37;33,6677;34,2045;33,8838
38;26,4815;27,6681;26,9591
39;24,3677;25,4695;24,8112
40;25,0633;26,5606;25,6660
41;23,5334;24,6917;23,9996
42;26,3189;27,7033;26,8761
43;26,1324;27,7711;26,7920
44;25,5924;27,0615;26,1838
45;24,2986;27,2934;25,5040
46;28,1740;28,9086;28,4697
47;28,5581;29,0667;28,7628
48;24,2226;25,6918;24,8140
49;30,4398;31,8524;31,0084
50;26,6914;28,2453;27,3169
51;25,2140;26,3441;25,6689
52;23,4548;24,3024;23,7959
53;18,3564;19,4017;18,7772
54;20,4309;21,6457;20,9199
55;29,2108;29,7759;29,4383
56;25,1770;25,8833;25,4613
57;24,0217;24,7845;24,3287
58;26,7704;28,0417;27,2821
59;26,0685;26,7748;26,3528
60;24,6267;25,5026;24,9793
61;25,6055;26,3118;25,8898
62;30,5737;31,6190;30,9945
63;20,0506;21,0959;20,4714
64;25,1574;25,7224;25,3848
65;16,7545;18,0541;17,2776
66;32,5811;34,0220;33,1611
67;21,7774;23,0206;22,2778
68;19,6646;21,4162;20,3696
69;22,5045;23,5781;22,9366
