region;AIC;BIC;HaQ
1;29,95340;31,64860;30,63570
2;20,34230;21,78320;20,92230
3;23,58870;25,14260;24,21410
4;25,80070;26,81780;26,21010
5;20,01260;21,36870;20,55850
6;25,18100;26,50890;25,71550
7;24,17290;25,41600;24,67330
8;20,57690;21,76350;21,05460
9;20,90760;22,54630;21,56720
10;19,26120;20,41950;19,72740
11;17,52180;19,61250;18,36340
12;27,33730;29,99310;28,40630
13;17,37800;19,41220;18,19680
14;19,17030;21,09150;19,94360
15;3,92397;7,82284;5,49333
16;17,51470;20,79200;18,83390
17;16,15210;18,15800;16,95950
18;17,56010;20,49830;18,74280
19;20,01170;22,27200;20,92150
20;33,44540;35,22540;34,16190
21;23,12300;25,27020;23,98730
22;22,80980;25,07000;23,71960
23;21,31860;24,14380;22,45580
24;10,96530;14,89240;12,54610
25;13,45860;16,25560;14,58440
26;18,90790;21,87440;20,10190
27;25,97230;28,06300;26,81380
28;13,26750;17,16640;14,83690
29;18,23930;20,81030;19,27420
30;14,22500;17,21980;15,43050
31;24,36340;26,51060;25,22760
32;26,06500;27,84490;26,78140
33;10,90760;15,08890;12,59060
34;19,98430;22,38570;20,95090
35;22,95000;25,23850;23,87120
36;16,38390;20,08500;17,87370
37;32,96660;34,06840;33,41010
38;26,09330;27,47760;26,65050
39;22,51140;25,36490;23,66000
40;23,64860;25,85230;24,53560
41;21,70140;24,18760;22,70210
42;25,11730;27,43400;26,04980
43;24,42400;26,54290;25,27690
44;24,93540;26,80010;25,68600
45;23,21240;26,80050;24,65660
46;27,24880;28,57670;27,78330
47;27,10840;28,69050;27,74520
48;23,25680;25,65820;24,22340
49;26,15750;29,88680;27,65860
50;23,83020;27,47480;25,29720
51;24,41060;26,07750;25,08150
52;22,43330;24,07200;23,09290
53;17,06930;18,93400;17,81990
54;18,18950;20,22370;19,00830
55;28,31270;29,72530;28,88130
56;23,77510;25,49850;24,46880
57;23,51720;24,84510;24,05170
58;25,84820;27,85410;26,65560
59;24,20500;26,23920;25,02380
60;23,30550;24,94410;23,96500
61;24,50410;26,14280;25,16370
62;29,84200;31,25460;30,41060
63;18,96270;20,96860;19,77010
64;23,46270;25,10140;24,12230
65;15,44500;17,62040;16,32060
66;30,84770;33,75780;32,01910
67;19,75150;22,23770;20,75220
68;15,00530;18,87590;16,56330
69;21,84420;23,31330;22,43550
70;18,02410;21,07540;19,25230
71;19,58020;22,37720;20,70610
72;23,61540;25,59300;24,41140
73;27,97630;29,61490;28,63590
74;22,48780;24,38080;23,24980
75;22,36110;24,56490;23,24820
76;19,11620;21,03730;19,88950
77;13,84300;17,12030;15,16220
78;18,79500;21,73320;19,97770
79;19,60510;21,27200;20,27600
80;24,65630;27,11430;25,64570
