region;AIC;BIC;HaQ
1;30,64540;31,77550;31,10030
2;21,71800;22,28300;21,94540
3;24,48800;25,16610;24,76090
4;26,37870;26,91550;26,59480
5;20,71070;21,61480;21,07460
6;25,98920;26,55420;26,21660
7;24,81020;25,79900;25,20820
8;21,83220;22,36900;22,04820
9;21,10290;22,93930;21,84210
10;19,38160;20,37050;19,77960
11;18,95440;20,02800;19,38650
12;28,84000;30,30920;29,43140
13;18,19160;19,46300;18,70330
14;20,96770;22,18260;21,45670
15;4,74723;8,27881;6,16875
16;20,90850;22,77310;21,65900
17;17,27520;19,05510;17,99170
18;19,70440;21,68210;20,50050
19;23,81580;24,32430;24,02050
20;34,19270;35,20980;34,60210
21;24,91250;26,07090;25,37880
22;23,76960;25,18220;24,33820
23;21,71790;24,37360;22,78690
24;13,94130;15,72120;14,65780
25;16,01180;17,65050;16,67140
26;21,99720;23,57930;22,63400
27;27,04290;28,68150;27,70250
28;17,17920;18,73310;17,80470
29;18,22630;20,37350;19,09060
30;14,47360;17,52490;15,70180
31;26,60380;27,33840;26,89950
32;27,20590;28,53380;27,74040
33;17,04150;18,68010;17,70110
34;22,19180;23,37840;22,66940
35;23,66580;25,44570;24,38220
36;20,00380;21,81200;20,73160
37;33,36420;34,15520;33,68260
38;26,50480;27,69140;26,98240
39;24,32660;25,48490;24,79280
40;25,08790;26,67000;25,72470
41;23,35250;24,62390;23,86430
42;26,13630;27,57720;26,71630
43;25,28010;26,83400;25,90560
44;26,11960;27,30620;26,59730
45;24,93890;27,45340;25,95100
46;28,02700;28,81810;28,34540
47;28,29910;28,94890;28,56070
48;24,05790;25,64010;24,69470
49;30,06840;31,53760;30,65980
50;27,57230;28,67410;28,01580
51;25,79640;26,44620;26,05800
52;24,12050;24,77030;24,38210
53;17,83740;19,16530;18,37190
54;20,60900;21,59790;21,00710
55;28,73540;29,69600;29,12200
56;25,15640;25,94740;25,47480
57;24,23490;24,96950;24,53060
58;26,86030;28,13160;27,37200
59;25,86190;26,65300;26,18030
60;24,42630;25,52820;24,86980
61;25,51160;26,30270;25,83010
62;30,52810;31,57350;30,94890
63;19,87530;21,00540;20,33020
64;24,99510;25,58840;25,23390
65;16,49440;18,04830;17,11990
66;32,52580;34,16450;33,18540
67;21,27820;22,74730;21,86950
68;19,79580;21,74520;20,58050
69;23,18430;24,14490;23,57090
70;20,02220;22,50850;21,02300
71;22,57480;23,70490;23,02970
72;24,49050;25,79010;25,01360
73;29,01360;29,83290;29,34340
74;23,73200;24,26880;23,94810
75;24,15020;24,96950;24,48000
76;20,03930;21,08460;20,46010
77;16,22850;17,78240;16,85390
78;21,01030;22,39470;21,56760
79;20,23130;21,30490;20,66340
80;27,63250;29,12990;28,23520
81;22,37330;23,84250;22,96470
82;19,97810;20,48660;20,18280
83;26,66730;27,91040;27,16770
84;24,27510;25,54640;24,78680
