region;AIC;BIC;HaQ
394;29,6374;32,7170;30,8770
395;23,2615;26,3693;24,5124
396;35,0822;38,1900;36,3331
397;30,0089;33,1167;31,2598
398;19,9465;23,0543;21,1975
399;20,9648;24,0726;22,2158
400;27,5977;30,7055;28,8487
401;25,9637;29,0715;27,2147
402;22,7735;25,8813;24,0244
403;26,9585;30,0663;28,2094
404;43,0164;46,1242;44,2673
405;22,8180;25,9257;24,0689
406;33,1265;36,2342;34,3774
407;30,7182;33,8260;31,9692
408;28,0097;31,1175;29,2607
409;31,1210;34,2288;32,3720
410;27,2336;30,3414;28,4845
411;26,7622;29,8700;28,0132
412;31,2461;34,3539;32,4971
413;30,1603;33,2681;31,4112
414;20,0493;23,1571;21,3003
415;30,8897;33,9975;32,1406
416;28,7767;31,8845;30,0276
417;31,3246;34,4041;32,5641
418;24,9976;28,1054;26,2485
419;26,0784;29,1862;27,3294
420;25,6717;28,7512;26,9112
421;30,5954;33,6749;31,8350
422;28,8988;32,0066;30,1497
423;25,4748;28,5544;26,7144
424;23,3364;26,4442;24,5874
425;28,2924;31,4001;29,5433
426;25,3075;28,3870;26,5471
427;30,1651;33,2729;31,4160
428;31,2026;34,3104;32,4535
429;28,9334;32,0129;30,1730
430;27,1506;30,2301;28,3902
431;25,3750;28,4828;26,6260
432;31,1797;34,2592;32,4193
433;25,7587;28,8665;27,0096
434;20,8661;23,9739;22,1171
435;27,0577;30,1655;28,3086
436;25,0377;28,1454;26,2886
437;23,2749;26,3827;24,5258
438;22,6461;25,7539;23,8970
439;24,0667;27,1745;25,3177
440;22,8502;25,9580;24,1011
441;20,6487;23,7565;21,8997
442;22,4414;25,5492;23,6923
443;39,2239;42,3316;40,4748
444;28,2052;31,3130;29,4561
445;23,2286;26,3082;24,4682
446;25,3258;28,4336;26,5768
447;30,6571;33,7366;31,8967
448;27,1960;30,3038;28,4470
449;33,4597;36,5675;34,7106
450;30,3784;33,4862;31,6294
451;27,4833;30,5911;28,7342
452;27,4627;30,5705;28,7137
453;33,8978;37,0056;35,1487
454;27,6557;30,7635;28,9067
455;29,3807;32,4885;30,6316
456;27,1159;30,2237;28,3669
457;32,3140;35,4218;33,5649
458;31,2246;34,3324;32,4756
459;23,1995;26,3073;24,4504
460;25,0170;28,1248;26,2679
461;35,0252;38,1330;36,2762
462;17,4032;20,5110;18,6541
463;29,2663;32,3741;30,5173
464;28,8574;31,9651;30,1083
465;25,8492;28,9570;27,1002
466;26,0923;29,2000;27,3432
467;25,8232;28,9027;27,0627
468;25,5296;28,6092;26,7692
469;27,1294;30,2372;28,3803
470;21,1967;24,3045;22,4476
471;22,5813;25,6891;23,8322
472;24,7052;27,8130;25,9562
473;26,1769;29,2847;27,4278
474;24,7704;27,8782;26,0214
475;29,3882;32,4960;30,6391
476;27,1108;30,2186;28,3617
477;23,1644;26,2722;24,4154
478;22,0598;25,1676;23,3107
479;26,8648;29,9726;28,1157
480;30,7228;33,8306;31,9738
481;32,2005;35,3083;33,4514
482;23,0723;26,1801;24,3233
483;27,1446;30,2524;28,3956
484;21,1908;24,2986;22,4417
485;32,6153;35,6948;33,8548
486;30,3240;33,4318;31,5750
487;23,5862;26,6658;24,8258
488;27,6309;30,7387;28,8818
489;29,3054;32,4132;30,5564
490;28,2696;31,3774;29,5205
491;36,4184;39,5261;37,6693
492;29,0325;32,1403;30,2834
493;23,8196;26,9273;25,0705
494;27,1656;30,2733;28,4165
495;24,9095;28,0173;26,1604
496;24,9360;28,0438;26,1869
497;24,1667;27,2745;25,4176
498;29,5956;32,7034;30,8465
499;21,7413;24,8491;22,9923
500;28,1879;31,2957;29,4389
501;25,1311;28,2106;26,3707
502;25,3666;28,4461;26,6062
503;28,5548;31,6626;29,8058
504;35,3320;38,4398;36,5829
505;26,1729;29,2525;27,4125
506;26,8262;29,9340;28,0772
507;29,8609;32,9687;31,1118
508;27,8504;30,9581;29,1013
509;24,2678;27,3756;25,5187
510;32,7775;35,8853;34,0284
511;29,8350;32,9428;31,0859
512;25,7372;28,8450;26,9881
513;27,1465;30,2543;28,3975
514;25,8682;28,9760;27,1192
515;28,9461;32,0539;30,1970
516;26,9775;30,0853;28,2284
