Meso,NIV_1995M01,NIV_1995M02,NIV_1995M03,NIV_1995M04,NIV_1995M05,NIV_1995M06,NIV_1995M07,NIV_1995M08,NIV_1995M09,NIV_1995M10,NIV_1995M11,NIV_1995M12,NIV_1996M01,NIV_1996M02,NIV_1996M03,NIV_1996M04,NIV_1996M05,NIV_1996M06,NIV_1996M07,NIV_1996M08,NIV_1996M09,NIV_1996M10,NIV_1996M11,NIV_1996M12,NIV_1997M01,NIV_1997M02,NIV_1997M03,NIV_1997M04,NIV_1997M05,NIV_1997M06,NIV_1997M07,NIV_1997M08,NIV_1997M09,NIV_1997M10,NIV_1997M11,NIV_1997M12,NIV_1998M01,NIV_1998M02,NIV_1998M03,NIV_1998M04,NIV_1998M05,NIV_1998M06,NIV_1998M07,NIV_1998M08,NIV_1998M09,NIV_1998M10,NIV_1998M11,NIV_1998M12,NIV_1999M01,NIV_1999M02,NIV_1999M03,NIV_1999M04,NIV_1999M05,NIV_1999M06,NIV_1999M07,NIV_1999M08,NIV_1999M09,NIV_1999M10,NIV_1999M11,NIV_1999M12,NIV_2000M01,NIV_2000M02,NIV_2000M03,NIV_2000M04,NIV_2000M05,NIV_2000M06,NIV_2000M07,NIV_2000M08,NIV_2000M09,NIV_2000M10,NIV_2000M11,NIV_2000M12,NIV_2001M01,NIV_2001M02,NIV_2001M03,NIV_2001M04,NIV_2001M05,NIV_2001M06,NIV_2001M07,NIV_2001M08,NIV_2001M09,NIV_2001M10,NIV_2001M11,NIV_2001M12,NIV_2002M01,NIV_2002M02,NIV_2002M03,NIV_2002M04,NIV_2002M05,NIV_2002M06,NIV_2002M07,NIV_2002M08,NIV_2002M09,NIV_2002M10,NIV_2002M11,NIV_2002M12,NIV_2003M01,NIV_2003M02,NIV_2003M03,NIV_2003M04,NIV_2003M05,NIV_2003M06,NIV_2003M07,NIV_2003M08,NIV_2003M09,NIV_2003M10,NIV_2003M11,NIV_2003M12,NIV_2004M01,NIV_2004M02,NIV_2004M03,NIV_2004M04,NIV_2004M05,NIV_2004M06,NIV_2004M07,NIV_2004M08,NIV_2004M09,NIV_2004M10,NIV_2004M11,NIV_2004M12,NIV_2005M01,NIV_2005M02,NIV_2005M03,NIV_2005M04,NIV_2005M05,NIV_2005M06,NIV_2005M07,NIV_2005M08,NIV_2005M09,NIV_2005M10,NIV_2005M11,NIV_2005M12,NIV_2006M01,NIV_2006M02,NIV_2006M03,NIV_2006M04,NIV_2006M05,NIV_2006M06,NIV_2006M07,NIV_2006M08,NIV_2006M09,NIV_2006M10,NIV_2006M11,NIV_2006M12,NIV_2007M01,NIV_2007M02,NIV_2007M03,NIV_2007M04,NIV_2007M05,NIV_2007M06,NIV_2007M07,NIV_2007M08,NIV_2007M09,NIV_2007M10,NIV_2007M11,NIV_2007M12,NIV_2008M01,NIV_2008M02,NIV_2008M03,NIV_2008M04,NIV_2008M05,NIV_2008M06,NIV_2008M07,NIV_2008M08,NIV_2008M09,NIV_2008M10,NIV_2008M11,NIV_2008M12,NIV_2009M01,NIV_2009M02,NIV_2009M03,NIV_2009M04,NIV_2009M05,NIV_2009M06,NIV_2009M07,NIV_2009M08,NIV_2009M09,NIV_2009M10,NIV_2009M11,NIV_2009M12,NIV_2010M01,NIV_2010M02,NIV_2010M03,NIV_2010M04,NIV_2010M05,NIV_2010M06,NIV_2010M07,NIV_2010M08,NIV_2010M09,NIV_2010M10,NIV_2010M11,NIV_2010M12,NIV_2011M01,NIV_2011M02,NIV_2011M03,NIV_2011M04,NIV_2011M05,NIV_2011M06,NIV_2011M07,NIV_2011M08,NIV_2011M09,NIV_2011M10,NIV_2011M11,NIV_2011M12,NIV_2012M01,NIV_2012M02,NIV_2012M03,NIV_2012M04,NIV_2012M05,NIV_2012M06,NIV_2012M07,NIV_2012M08,NIV_2012M09,NIV_2012M10,NIV_2012M11,NIV_2012M12,NIV_2013M01,NIV_2013M02,NIV_2013M03,NIV_2013M04,NIV_2013M05,NIV_2013M06,NIV_2013M07,NIV_2013M08,NIV_2013M09,NIV_2013M10,NIV_2013M11,NIV_2013M12,NIV_2014M01,NIV_2014M02,NIV_2014M03,NIV_2014M04,NIV_2014M05,NIV_2014M06,NIV_2014M07,NIV_2014M08,NIV_2014M09,NIV_2014M10,NIV_2014M11,NIV_2014M12,NIV_2015M01,NIV_2015M02,NIV_2015M03,NIV_2015M04,NIV_2015M05,NIV_2015M06,NIV_2015M07,NIV_2015M08,NIV_2015M09,NIV_2015M10,NIV_2015M11,NIV_2015M12,NIV_2016M01,NIV_2016M02,NIV_2016M03,NIV_2016M04,NIV_2016M05,NIV_2016M06,NIV_2016M07,NIV_2016M08,NIV_2016M09,NIV_2016M10,NIV_2016M11,NIV_2016M12,NIV_2017M01,NIV_2017M02,NIV_2017M03,NIV_2017M04,NIV_2017M05,NIV_2017M06,NIV_2017M07,NIV_2017M08,NIV_2017M09,NIV_2017M10,NIV_2017M11,NIV_2017M12,NIV_2018M01,NIV_2018M02,NIV_2018M03,NIV_2018M04,NIV_2018M05,NIV_2018M06,NIV_2018M07,NIV_2018M08,NIV_2018M09,NIV_2018M10,NIV_2018M11,NIV_2018M12
2601,27136,27479,27767,27707,28007,28157,28143,28160,28133,28134,28136,27790,27848,28099,28216,28304,28497,28749,28915,29168,29310,29557,29621,29398,29806,30075,30395,30770,30861,31163,31294,31552,31711,31673,31478,31316,31689,32570,32958,33267,33510,33908,34430,34873,35144,35231,35366,35138,35536,35920,35905,36074,36275,36496,36506,36611,36620,36740,36762,36467,36897,37195,37424,37557,37792,37932,38010,38330,38586,38551,38635,38208,38988,39472,39812,40124,40093,40375,40722,41188,41334,41430,41413,41109,41709,42128,42424,42843,43187,43839,44225,44297,44447,44325,44298,43935,44252,44643,44802,44799,44874,44967,45035,45047,45205,45352,45376,44695,44868,45165,45888,46053,46373,46594,46906,47318,47399,47523,47366,46501,48806,50055,50968,51573,52493,52818,53284,53565,54040,54347,54638,54031,55403,56388,57961,58485,58919,59106,59246,59534,59927,60142,60266,58104,58519,60136,61479,61947,63090,63506,63827,64346,64544,64804,65314,63646,65834,67372,68800,69979,70497,70966,71674,72190,72310,72325,72271,69179,72825,75052,77178,77705,78287,78684,79355,80379,81249,81902,82743,80334,82418,85023,86793,87371,91839,93552,95361,96506,98064,98513,98860,96582,98917,100224,101071,101670,102755,103424,103935,103599,104048,104506,104599,102079,105125,107521,107703,107827,107594,107411,107823,108107,108083,107145,107050,104063,108389,112008,114766,115795,116489,116579,116698,116642,116138,115601,115260,113294,115741,119699,120465,121112,121755,121826,122449,122601,122802,123097,122830,119822,121613,122992,125045,125325,125355,125637,125645,126000,125852,125324,124373,120668,121397,122661,123564,123603,123814,123982,123938,124156,124202,123495,122511,119058,122736,125434,127572,128865,129303,129360,129732,130109,130154,129867,129229,125757,128971,131684,133165,133696,134466,134880,134950,135937,136364,136474,136198,132878
2602,25733,26412,26923,27358,28238,28492,28992,29761,30292,29102,29236,28386,28652,29330,29505,29900,30022,30716,30995,31339,32212,32057,31533,30377,30631,31163,31592,31201,31137,30452,31036,31712,31894,32280,31280,30768,31157,31931,32273,32374,32650,33046,32942,34224,34757,34741,34621,33368,33785,33929,33982,34009,34145,33955,34116,34599,35061,35655,35275,34091,34463,35223,34946,35214,35566,35651,35980,36732,37176,37465,37186,35757,36627,37445,38419,38778,38866,38906,39328,40985,41979,41602,40913,39511,40201,41070,41708,42324,42365,43026,44380,45805,46904,46722,45691,43601,44596,45633,45913,45908,45650,46193,47865,49539,51008,51051,48908,47021,47773,48342,48791,48771,48709,49779,51759,54099,55093,54261,53248,51520,53718,55425,56404,56767,56382,58274,61573,64406,65828,64341,62138,58504,59228,60888,60954,60901,61588,64029,67310,70055,70869,70000,66080,62621,63162,64085,64126,64720,67087,72641,74980,76971,77627,74884,70982,67206,67711,68604,69586,70085,72807,79571,82746,84830,87210,83352,78202,72941,73533,74883,75582,76691,78482,83760,88358,89957,91573,88709,85191,80072,81374,83509,83655,84004,86752,92039,94414,96342,98477,95901,91248,85901,86687,87884,88736,90150,93377,98495,102601,106034,107961,102931,99804,93256,94589,95733,96499,98914,101798,106714,108954,111867,113450,109040,105906,98276,101056,103914,105962,107424,108999,112212,114030,115282,119452,116212,112865,108534,109836,113533,114347,115342,116891,118637,120255,121256,123480,122018,118581,114980,116365,118396,119464,119984,120901,122099,123064,124082,125223,125136,121781,117962,119223,120322,120712,121462,122589,124093,125657,127193,128516,126349,123053,117414,119914,122903,124679,125403,127108,127829,128790,131551,133456,133081,129698,122520,124716,128628,131087,131489,131855,132954,134107,135899,138877,138418,135215,129959
2603,68918,69521,69409,69198,69829,69700,69241,69340,69602,69661,69919,69528,70068,70350,70506,70982,71449,71992,72440,72825,73498,73747,73868,73497,74021,74729,75633,76194,76324,77348,77707,78307,79029,79102,79492,78830,79675,80148,80843,81481,81813,82778,83259,83874,84507,84794,84899,84398,84744,85421,85485,85712,86280,86394,86697,87393,87701,87924,88311,87984,88501,89117,89342,89898,90533,91149,91547,92007,92571,93140,93773,93307,94755,96040,96631,97328,98186,98586,98483,99130,100465,100997,101448,101214,102545,104264,105447,106887,107464,107932,107951,108577,109183,109678,110014,108979,109737,111090,111096,111709,112311,112815,112985,113360,113975,114606,115683,115226,116370,117271,118671,119470,120918,121444,122639,123271,124298,124819,125823,125011,129803,134624,137428,138839,140620,141500,142318,143776,145053,146247,146911,146383,148776,151511,154078,155452,156470,158415,159102,160204,161611,162604,163830,163350,165535,169841,172794,174519,176043,178414,179113,180360,181711,182567,183829,183403,185953,192337,194441,195831,197111,198409,199867,201355,202332,205297,206350,203241,212486,220300,224024,224563,226235,227513,229167,230810,232837,234440,236208,234093,240140,245110,248359,249042,251612,253182,254477,256295,258550,258902,260085,257682,263854,271414,274135,275838,277569,278784,279856,282239,284228,286005,287683,284897,290464,297584,298426,300494,302458,304808,307636,308910,310810,309057,307481,303146,319614,328024,332256,336466,338420,340084,341027,344138,346875,349399,350573,345882,353581,361530,363330,364034,365163,365753,366472,368327,370964,370896,371333,364597,373052,379526,383743,383239,383053,383736,383408,383728,385358,384011,381824,373879,380728,386205,387726,387980,388421,388829,389440,388914,390882,387979,386927,375318,389034,396823,401758,404745,407147,408348,408595,409981,409995,411388,410358,397918,409096,417481,420587,422897,423631,423803,424303,425971,429675,429411,428553,413499
2604,113901,105245,97952,98976,100924,101222,100099,103143,117441,124338,125159,124134,115413,108354,99189,100786,103583,105323,105363,107444,119209,122842,123264,122655,123229,119449,111785,106607,103809,104790,104847,109690,122924,125568,125751,122677,118126,104637,101778,101696,101514,102365,102744,101910,110489,118372,120950,118902,117037,111526,106353,105327,107167,107665,107189,106514,114964,122209,123951,122248,121235,117472,111742,110012,111979,112744,112903,112737,121251,134092,135067,133764,134052,128949,117071,118479,119992,123410,124882,123547,137491,142283,144376,142489,142511,137121,127264,126184,129759,130843,131331,133064,151995,154442,154948,153233,150242,140700,136122,137431,143384,145455,144732,146504,164054,166474,165350,162847,160136,159020,146449,139132,142893,143406,145261,152707,171477,173707,174989,171902,173314,156727,149374,150921,157008,160092,161273,158602,181074,185695,186352,184320,176802,159528,159202,161939,171870,174339,175211,172757,196857,199170,199582,196463,190137,177566,175025,176757,182347,182556,180778,185262,204142,209021,209426,207688,204581,203195,191923,185019,183521,185358,185380,191577,209788,213928,214447,211119,212857,216822,204021,193071,193970,195407,196594,201989,223348,229496,233715,230332,232215,227971,217381,210887,209433,210187,211385,220263,239894,245837,246405,244138,242470,243158,235324,228241,231961,234204,235583,245258,260309,264015,265377,262094,263822,262535,251244,245846,245069,246330,246608,251675,261665,263189,262747,255234,258064,259687,252286,250991,253230,252361,254320,256579,273524,280336,280105,276061,280093,282074,277735,271825,267839,268665,269508,273020,286804,290287,289572,284440,292057,292561,288328,280152,279712,280006,280664,281809,295472,298249,297234,287094,289784,286856,284693,282287,282825,282326,283828,289085,299501,299878,298694,286319,293273,288623,290053,291091,292174,294206,294584,295966,305678,311465,311510,302540,309244,306364,302862,301648,303709,304568,305371,312881,323369,323663,322503,315201
2605,567397,569088,569197,571319,573813,572661,573809,573868,579326,581346,579203,575175,577881,576282,573986,574250,576657,580138,581178,582239,589785,591812,593601,590162,593081,593598,592469,587475,590058,592873,593139,597078,605638,608179,610682,606260,605271,600909,602155,604979,606455,608324,610021,612879,621679,623081,624913,620412,622931,619342,615271,615197,617726,619229,620465,622673,629218,634197,638389,634690,637709,641960,640102,643029,645269,647610,649825,654733,661738,665168,670687,667785,673140,675594,674510,678525,681235,685311,684715,687948,692343,694605,701087,697174,700655,698605,699971,703478,705970,708833,709602,714687,722916,725438,728152,723153,724495,722892,723317,723468,726760,729250,727934,732647,741491,744802,747821,742701,746283,748893,751029,753753,759218,763339,765106,774306,786810,791577,796724,788048,798599,798605,802424,808992,814786,816813,820548,824817,841484,847882,852030,847918,852731,853349,855362,860041,865201,869362,872309,880257,889694,896852,902751,897467,900225,899995,900553,904302,909804,913032,914280,924316,935084,942707,952321,950280,956216,957849,961915,964352,970703,976304,981437,989321,1008648,1016889,1023640,1013538,1022234,1026946,1028384,1029468,1034969,1039581,1045475,1061263,1073065,1084713,1097118,1094963,1108348,1122277,1130684,1137157,1148854,1159260,1168239,1181695,1200293,1210341,1220792,1216876,1223527,1238747,1243451,1250219,1255880,1261845,1266506,1278532,1298825,1308765,1318597,1317752,1323823,1329407,1338220,1347274,1356637,1366884,1367661,1373742,1386467,1390350,1397306,1383319,1396341,1401191,1408659,1410727,1409673,1415197,1413324,1421107,1437096,1445421,1454185,1444650,1459321,1465846,1465285,1466029,1460464,1461023,1458245,1463289,1472505,1470681,1467206,1450166,1452626,1449937,1446916,1439605,1431586,1423309,1412231,1405160,1403726,1396835,1394621,1383090,1383371,1378306,1376231,1376443,1375601,1371514,1366782,1369161,1373092,1368203,1366201,1350403,1359180,1356569,1358394,1356255,1357641,1358697,1358474,1363261,1370943,1373506,1376306,1365979,1371137,1374514,1376401,1379704,1377727,1379197,1377637,1384442,1390656,1386986,1390961,1378733
2701,9466,9483,9515,9464,9493,9521,9556,9552,9449,9376,9372,9370,9420,9461,9526,9545,9620,9617,9652,9683,9760,9782,9946,9936,10144,10153,10186,10190,10161,10148,10150,10154,10241,10244,10269,10190,10503,10553,10549,10590,10630,10664,10977,11082,11140,11251,11319,11294,11369,11490,11532,11571,11586,11647,11663,11747,11737,11765,11802,11772,11992,12109,12198,12239,12327,12503,12460,12583,12649,12832,12875,12893,12942,12889,12916,12964,12992,13021,13198,13324,13370,13362,13366,13122,13290,13479,13583,13688,13774,13799,13929,13996,14061,14094,14103,14091,14176,14301,14389,14398,14374,14445,14609,14686,14709,14833,14826,14749,14870,14852,15137,15277,15440,15505,15608,15756,15856,15779,15789,15374,15590,15876,16040,16140,16294,16445,16455,16873,16932,17029,17053,16811,16907,17029,17052,17132,17212,17227,17404,16798,16850,16925,16925,16845,17169,17329,17480,17547,17707,17739,17823,17878,17986,18147,18255,18110,18339,18588,18635,18566,18621,18682,18686,18740,18673,18732,18686,17931,18479,18643,19054,19145,19196,19270,19474,19771,20112,20019,20159,20036,20197,20348,20670,20771,20938,21097,21148,21261,21370,21461,21493,20803,21925,22399,22691,22870,22998,23668,23875,24016,24186,24281,24390,22963,24180,24859,25267,25491,25660,25701,25814,25756,25745,25769,25837,24285,25457,26479,26646,26741,26836,26965,26954,27063,27096,27291,27592,25690,26979,28146,28475,28748,28909,28989,29135,29328,29385,28638,28906,27702,28724,28871,29208,29288,29418,29436,29303,29450,29503,29584,29623,28243,29661,29896,29947,30262,30464,30514,30268,30345,30235,29981,29900,28084,30129,30373,30797,30882,31513,31644,31751,31260,31616,31853,31550,30492,32581,33284,33879,34333,34663,34543,34438,34531,34643,34757,34791,34416
2702,26848,27345,27140,26702,26370,25936,26620,27173,27609,27725,27596,27430,27801,27870,27937,27622,27578,27045,27681,27440,28228,28480,28237,28042,28173,28438,28910,28149,28091,27434,28149,28189,29082,29017,29150,28552,28523,28707,29470,29497,29487,29585,29766,29997,30421,30481,30342,30105,30430,30765,30954,30479,29623,29736,30209,30673,30681,30995,30998,30870,30987,31680,32051,31743,31693,31872,31820,31520,31687,31767,31794,31901,32167,32427,32412,32421,32272,32654,33042,32924,33337,33375,33512,33162,33151,33227,34939,35023,35049,35324,35959,35413,35883,35746,35716,35685,35763,35972,35898,36001,35868,36176,36840,36566,36894,36868,37003,36846,37194,37141,37275,37425,38228,38689,39847,39550,39916,40085,40205,39943,40112,40105,40149,40267,40508,40835,41658,41415,41244,41583,41591,41435,41589,41847,41838,42062,42301,42937,44064,43764,43765,43791,44053,43801,44103,44299,44080,44281,44446,44864,46525,45963,45688,45812,46011,45893,46075,46346,46488,46671,46806,47428,49364,49308,49048,49376,49682,49234,49558,49593,49822,49967,50366,50413,51310,51727,51525,51839,52017,51992,52451,52646,53171,53476,53748,53785,54223,54772,55123,55582,55856,55213,55786,56048,56213,56465,56985,57229,57641,58642,58778,59256,59645,58607,59394,59591,60276,60659,60964,61291,61693,62382,62377,62595,62929,62207,63088,63148,64413,65163,65517,65865,66453,67145,67640,68235,68641,68024,68504,69071,69482,69882,69971,70273,70789,71270,71173,71550,71604,71215,72654,72756,73096,73164,74266,74583,75048,74980,74344,74201,73988,73555,75398,75414,75470,75370,75130,74868,75260,74905,74627,74455,73784,73151,74404,74766,75661,75824,76004,76012,76526,76339,76192,76271,76225,75624,76415,76974,77495,77733,77916,78186,79297,79466,79373,79556,79543,79513
2703,229327,225825,220543,218573,218517,218885,219350,219296,227319,239141,240677,239473,241653,236651,226683,225012,227410,228310,228421,228673,243320,251731,253150,250523,250562,246389,236601,232143,228345,229119,229935,230042,249442,250662,250065,247867,249454,246155,234367,230890,231142,231924,233267,235124,239812,256332,257348,254936,254146,247515,237524,234353,234236,234284,234830,235188,236119,248458,259145,256977,259084,256777,253771,246114,244905,245706,246512,249246,269429,277706,280458,278380,280959,279160,267551,260320,262160,263706,265260,267959,284266,301820,297110,293154,295110,295266,289829,278153,275984,277049,278647,283569,311188,315733,317373,314279,315174,301679,291259,291683,293886,295235,295291,296596,331317,334937,336655,333647,335404,332532,323112,306445,308099,310025,311234,317523,351599,356031,358437,355246,357610,345155,328012,326199,327924,331626,333628,335640,368495,381107,381848,377828,373117,363216,349621,348642,351455,354495,357545,361030,391469,401429,402523,399815,400335,391583,376122,371261,372870,375507,377446,379985,417656,423539,423453,421113,422935,421651,404550,395607,389448,390418,392474,395435,435072,442499,442409,439106,442834,439771,425066,407473,407486,406672,409002,411185,449101,460467,464300,463608,465646,456289,439820,433911,436724,437798,440502,442867,479212,487222,493209,492298,498628,502581,489019,475070,474539,476732,479541,483895,518787,526047,529838,525911,529984,529788,510361,498616,498711,499780,500925,501834,533148,540489,544096,539648,544957,540079,527360,516180,511430,513734,514701,516751,534979,553827,557408,557688,558474,561997,553901,542285,534344,534893,536196,540516,555294,563450,567529,563586,568668,571467,571438,560682,551469,549899,549033,551932,563677,572208,575334,571471,573561,566663,557257,552490,553229,552701,551586,556603,569964,576350,577295,568030,572529,566380,559593,557479,557328,557159,557439,558497,566071,583064,585416,575873,582536,574966,569263,568587,569947,569838,571697,575451,592175,596702,596927,589379
2801,5377,5362,5288,5280,5232,5148,5086,4826,4724,4584,4510,4432,4419,4561,4537,4609,4638,4645,4652,4681,4698,4676,4654,4642,4693,4704,4796,4796,4809,4793,4721,4475,4408,4336,4313,4336,4365,4406,4477,4558,4676,4676,4734,4862,4872,4835,4838,4852,4906,4925,4951,4980,5020,5081,5070,5099,5108,5102,5135,5160,5278,5418,5412,5463,5526,5629,5654,5674,5706,5689,5751,5697,6153,6440,6552,6547,6579,6609,6706,6859,6901,7021,7037,7026,7165,7415,7403,7537,7590,7619,7771,7633,7566,7864,7936,7853,7971,8120,7900,8399,8374,8492,8518,8482,8497,8459,8449,8404,8551,8601,8787,9062,9131,9355,9541,9604,9641,9508,9524,9249,10195,10536,10907,11253,11580,11771,12061,12295,12372,12641,12819,12810,13488,13737,13857,14156,14121,14067,14250,14546,14645,14556,14619,14249,14607,14948,15240,15392,15375,15775,16034,16056,16212,16366,16525,16313,16658,17079,17161,17429,17636,17744,17966,17973,18059,18120,18271,16896,17745,18062,18344,18444,18473,18502,18595,18902,19288,19591,19966,19671,20587,20660,20987,21163,21319,21361,21556,21820,22139,22348,22723,22397,23239,23308,23446,23602,23596,23752,23827,23916,23975,24085,23959,23240,23906,24192,24403,24527,24583,24526,24686,24709,24770,24607,24371,23333,24160,24752,25157,25351,25526,25556,25832,26114,26153,26240,26266,25837,26256,26813,26978,27228,27250,26856,26378,26550,26692,26817,26966,26506,26982,27426,28018,28156,28124,28170,28113,28323,28426,28716,28996,28844,29183,29367,29536,29567,29820,29368,29847,29904,29870,29945,29856,29244,30535,31088,31644,32007,31984,31986,32257,32343,32622,32614,32737,32314,33520,33909,34371,34569,34686,34267,34853,34881,34782,34849,34828,33744
2802,12202,12146,12095,12120,12140,12305,12468,12521,12525,12790,13012,12962,13148,13166,13270,13365,13423,13452,13483,13869,14055,14233,14310,14200,14299,14412,14339,14348,14434,14568,14670,14825,15149,15449,15545,15358,15572,15643,15671,15920,16225,16313,16738,16931,16966,16985,17060,16978,17035,16935,17006,17113,17357,17389,17291,17531,17658,17778,17885,17919,18054,18386,18676,18751,18939,19102,19372,19462,19521,19624,19614,19061,20020,20605,20863,21271,21531,21533,21784,21981,22110,22228,22217,22004,22335,22541,22880,23208,23432,23636,23738,23915,24106,24038,24074,23908,24271,24431,24537,24630,24640,24732,24848,24833,25053,25432,25488,25312,25481,25606,25851,26105,26314,26552,26694,26896,26971,26807,26731,26539,28427,28968,29552,30228,30717,30988,31149,31535,31731,31864,31642,31499,31926,32539,32957,33203,33797,33900,34035,34508,34798,34853,34895,34310,34796,35330,35786,36282,36719,36872,37032,37521,37694,37981,38083,37894,38450,39032,39122,39383,39700,39996,40522,40913,41289,41565,41733,40162,42164,43107,43543,44310,44098,44297,44636,44950,45598,46107,46481,45985,47147,48299,47894,48442,48901,49075,49845,50732,51182,51798,52144,51483,53362,54406,53884,54116,54547,54802,55457,55866,57544,57773,58049,57178,58476,59272,59152,59587,59772,60333,60748,60995,61066,62512,62109,57561,59383,60684,60010,61285,61535,61768,61971,62448,62821,65062,65401,64234,65365,66236,66628,66033,66167,66167,66294,66521,66860,66721,67914,66745,67346,67999,68749,68816,67528,67468,67470,67884,69222,69362,69498,68127,69218,68931,68155,68578,68644,68625,68429,68542,68304,67659,68092,64470,67341,67988,68865,69717,69241,69108,69422,69759,69998,71031,70773,69022,69738,70559,71507,72177,72436,72501,72632,72765,73203,74352,74186,71189
2803,163042,163095,163060,163491,161669,160751,160794,160752,160635,161161,162247,161154,160873,160424,160553,160837,161625,161822,162069,162402,162611,163219,163786,163195,164354,165075,165360,166613,167773,169334,169588,169540,170911,171249,170767,168873,170195,170326,171224,172596,173264,173195,174649,175876,177494,177927,177102,174758,176236,176225,175535,175093,175331,175357,175343,175033,174744,174918,175878,175432,177542,178899,179390,180318,181704,182493,183349,184032,184604,186728,186577,185863,189274,190662,190992,192252,193294,192799,195158,196175,197053,199210,198736,194279,200664,203512,205064,206080,206583,207350,209009,209209,212182,214024,214959,211900,214984,215397,215453,215600,216622,218488,221872,223816,226285,227869,228273,224661,227694,229761,229617,230422,231492,232123,233137,235528,239188,240831,242286,237958,244817,246411,247064,249351,250255,252078,253496,255684,258296,261669,262828,261502,266444,266506,268810,270894,271794,274305,276447,278509,281254,284855,286004,284046,288557,290795,290989,293943,295236,298368,300242,302052,305843,307209,310136,308385,273901,277588,279175,279897,280697,282077,282945,286179,289841,291989,288341,278838,284953,290804,293117,293367,293711,294284,295499,297465,300358,301999,302507,300568,305425,307541,308022,309679,311733,312922,316285,318677,320772,323996,325929,322082,326498,329443,329935,328950,330117,331582,333560,337360,341822,343817,344420,341293,346372,348791,351351,349211,350386,351772,353533,355842,357685,359376,359136,352681,359527,361455,362092,366449,367286,368218,370743,373418,375680,379312,382648,380052,385676,388973,387507,388695,390473,390880,392652,394557,399500,399456,397779,393914,398177,398978,399314,398478,396739,395388,395703,396241,397165,398511,398119,393909,397032,397738,393538,393159,392379,391797,390831,390546,389562,390757,388702,380619,388990,389246,389401,390427,391531,392768,393297,394403,393713,397630,397069,390898,397447,398051,398251,399057,399401,400250,400760,400822,404790,405859,405656,398701
2901,10391,10415,10659,10865,10861,10851,10866,11007,11187,11199,11211,10664,10779,10873,10914,11056,11222,11464,11539,11512,11542,11554,11580,11277,11537,11697,12178,12434,12522,12562,12878,13152,13250,13374,13444,13244,13437,13302,13625,13749,13718,13731,13768,13940,14047,14065,14164,13979,14122,14164,14324,14551,14621,14923,15228,15441,15520,15612,15658,15268,15790,16418,16772,17047,17268,17570,17626,18183,18292,18405,18544,18342,18886,19456,19886,20414,20995,21032,21219,21199,21297,21703,21654,21216,22489,24245,25654,26788,27317,27590,27639,27579,27738,28106,28193,26643,28124,30215,31390,31713,32795,33991,34355,34216,34397,34597,35092,34352,36918,38803,39736,39663,40946,42800,44062,43133,42072,42623,42787,41370,45449,47110,47235,47892,50873,52700,53094,51396,50340,49798,50087,47748,50195,52364,53957,53841,54039,56331,56945,56326,54738,54427,54229,51617,54330,55615,56641,57609,60130,62269,62486,61729,61126,60588,61206,58676,61363,62354,63718,65301,66025,68535,71166,71565,69909,69053,68772,63476,66553,68278,71129,72274,73602,76700,77985,78445,77216,77553,77568,72549,75808,77590,79130,80412,81917,83582,83712,83466,82565,83632,84095,79934,83638,86291,88705,88735,90583,93453,94232,94783,94412,95027,94173,90011,92023,93762,95730,95729,97937,100484,100378,99988,98928,98454,97956,91602,94727,96029,98894,99717,101661,103069,103630,103536,102641,103055,103034,98132,100490,102040,104709,104766,105248,106438,107107,107853,107903,107863,107435,101278,102975,104102,107175,107666,107606,108402,109255,108634,108002,107576,107022,102630,103519,104459,105790,105591,104937,105010,104659,104364,102719,102892,101664,94954,97624,99239,103371,104918,105656,107098,107273,107509,107532,107866,107134,103501,104702,106180,108315,108710,109034,111106,112501,113440,113667,114261,113319,109561
