region;AIC;BIC;HaQ
1;29,95490;31,36760;30,52360
2;19,92430;21,56300;20,58390
3;24,35530;25,34410;24,75330
4;25,93280;26,78040;26,27400
5;19,65790;21,09880;20,23790
6;25,69790;26,79980;26,14150
7;23,97690;25,27650;24,50000
8;20,18370;21,42680;20,68400
9;18,88690;21,59910;19,97860
10;18,15790;19,59880;18,73790
11;17,24240;18,90930;17,91340
12;27,48720;29,80390;28,41970
13;17,23830;19,07470;17,97750
14;18,23200;20,49220;19,14180
15;1,60694;5,64706;3,23316
16;17,88950;20,68650;19,01530
17;15,88500;17,97570;16,72650
18;17,38880;20,24240;18,53740
19;20,06090;22,01030;20,84560
20;33,48800;35,12670;34,14760
21;22,85420;24,83190;23,65030
22;23,01400;24,70910;23,69630
23;20,88990;23,57390;21,97020
24;10,24890;14,11950;11,80690
25;13,37940;15,92210;14,40290
26;18,18380;21,20680;19,40060
27;25,36100;27,73420;26,31630
28;12,48760;16,38640;14,05690
29;15,78600;19,26100;17,18470
30;13,45020;16,52980;14,68980
31;24,40670;26,13010;25,10040
32;25,06630;27,32660;25,97610
33;10,73350;14,74540;12,34840
34;19,83950;22,12800;20,76070
35;22,75030;24,81280;23,58050
36;18,05310;20,48290;19,03110
37;33,17010;34,13070;33,55680
38;25,78290;27,59100;26,51070
39;23,10890;24,97360;23,85950
40;23,13930;25,51250;24,09450
41;21,68530;24,03030;22,62920
42;25,45170;27,34470;26,21370
43;23,78500;26,01700;24,68340
44;24,41390;26,39160;25,20990
45;24,12510;26,92220;25,25100
46;27,34220;28,47230;27,79710
47;27,54950;28,65140;27,99310
48;22,99150;25,67550;24,07180
49;25,63700;29,42290;27,16090
50;24,26530;27,34480;25,50480
51;24,32620;26,13440;25,05400
52;22,38850;23,91410;23,00260
53;14,42690;17,53470;15,67780
54;17,90710;19,65880;18,61220
55;28,48190;29,55550;28,91400
56;23,85010;25,40400;24,47550
57;23,04900;24,43340;23,60630
58;26,03270;27,67130;26,69230
59;24,41450;26,02490;25,06270
60;23,50260;24,66090;23,96880
61;25,02370;26,32340;25,54690
62;29,73880;31,06660;30,27330
63;18,95690;20,68030;19,65060
64;22,77420;24,89310;23,62710
65;15,33010;17,39260;16,16030
66;31,48480;33,82980;32,42870
67;18,37950;21,34610;19,57360
68;17,83620;20,26590;18,81420
69;21,77020;23,23930;22,36150
70;17,75890;20,75370;18,96440
71;19,43270;21,94710;20,44480
72;23,23020;25,32090;24,07180
73;28,11720;29,55800;28,69710
74;22,35580;23,93800;22,99270
75;22,19550;24,31450;23,04850
76;18,85060;20,77170;19,62390
77;13,69830;17,06030;15,05160
78;18,99150;21,59080;20,03780
79;19,59570;21,09310;20,19840
80;24,63590;27,15040;25,64800
81;21,58320;23,58910;22,39060
82;18,59210;20,06120;19,18350
83;26,27730;27,66170;26,83460
84;23,28760;25,23700;24,07220
85;24,21450;26,30520;25,05600
86;22,01920;23,12110;22,46270
87;22,77430;24,41300;23,43390
88;31,49010;32,95920;32,08140
89;20,59410;21,92200;21,12860
90;16,79850;18,86090;17,62860
91;16,47900;18,25890;17,19540
92;17,70440;21,49020;19,22830
93;17,53960;18,44370;17,90350
94;20,78670;22,25580;21,37800
95;19,19790;21,14740;19,98260
96;20,72060;23,00910;21,64170
97;16,07810;17,80150;16,77180
98;20,95550;22,70720;21,66060
99;15,31880;17,52250;16,20580
100;20,10210;22,27760;20,97780
101;24,09860;26,52830;25,07660
102;20,55890;23,89270;21,90080
103;14,81210;18,48500;16,29050
104;10,27850;13,32980;11,50670
105;28,81900;30,25980;29,39890
106;18,96360;22,01490;20,19180
107;17,59500;19,68570;18,43650
108;23,97340;25,49900;24,58750
109;23,63410;25,38570;24,33910
110;21,43010;24,02930;22,47630
111;20,31140;22,26080;21,09610
112;20,28050;22,03210;20,98560
113;21,51890;23,89220;22,47420
114;22,79020;24,99390;23,67720
115;24,15030;26,26920;25,00320
116;34,37890;36,10230;35,07260
117;24,57820;26,41460;25,31740
118;22,09210;24,06970;22,88810
119;22,05510;25,16290;23,30610
120;17,82310;20,30940;18,82390
121;20,50190;23,77920;21,82100
122;23,78500;26,24300;24,77440
123;27,67510;29,45500;28,39150
124;18,85280;21,02820;19,72840
125;13,44410;15,42180;14,24020
126;23,57050;26,00020;24,54850
127;16,45400;18,96850;17,46620
128;15,25080;17,70880;16,24020
129;18,91070;20,86010;19,69530
130;15,68170;18,56340;16,84160
131;17,17430;20,39510;18,47080
132;28,19310;29,60570;28,76170
133;22,52840;23,60200;22,96060
134;27,88030;29,01040;28,33520
135;18,57470;20,49590;19,34800
136;16,21300;17,93640;16,90670
137;25,63520;26,85000;26,12420
138;13,36800;15,91070;14,39150
139;18,34410;19,58720;18,84450
140;17,03820;18,98770;17,82290
141;22,66470;24,52940;23,41520
142;18,61800;20,22840;19,26620
143;19,46120;20,81730;20,00700
144;22,07270;23,42890;22,61860
145;22,36190;23,09650;22,65760
146;17,74510;19,24240;18,34780
147;20,72030;22,27420;21,34580
148;23,66840;25,10920;24,24830
149;22,14640;25,28250;23,40870
150;24,85730;26,94800;25,69890
151;32,01780;33,00660;32,41580
152;28,85290;30,23730;29,41010
153;18,61880;20,42690;19,34660
154;21,76020;23,00340;22,26060
155;21,31920;23,32520;22,12660
156;20,38330;22,33270;21,16800
157;17,88140;19,26580;18,43870
158;16,44780;17,97340;17,06190
159;16,64900;18,42890;17,36540
160;17,13650;18,57730;17,71640
161;17,75810;19,19900;18,33810
162;17,89040;20,32010;18,86840
163;18,26320;20,01490;18,96830
164;19,42400;21,17570;20,12910
165;18,13170;20,05290;18,90500
166;18,35390;20,19030;19,09310
167;17,19480;18,83350;17,85440
168;21,05340;22,60730;21,67880
169;27,21540;28,57160;27,76130
170;18,92580;21,07300;19,79010
171;11,99880;15,16310;13,27240
172;25,31700;27,83150;26,32910
173;23,65490;25,12410;24,24630
174;31,87430;33,23040;32,42010
175;23,95890;25,99310;24,77770
176;22,21810;24,50650;23,13920
177;22,42010;24,62380;23,30710
178;22,99960;24,77950;23,71600
179;21,14740;23,29460;22,01170
180;31,20840;32,42330;31,69740
181;22,17350;23,95340;22,89000
182;17,28680;20,28160;18,49230
183;27,23590;29,21350;28,03190
184;21,62840;23,83210;22,51550
185;20,87700;23,05240;21,75260
186;22,98680;24,56890;23,62360
187;20,26960;23,71640;21,65700
188;32,48020;34,37310;33,24220
189;25,42690;27,37630;26,21160
190;32,90510;34,68500;33,62150
191;35,68660;37,24050;36,31210
192;14,84430;15,80490;15,23100
193;12,19650;14,40020;13,08360
194;19,55110;22,12210;20,58600
195;17,32620;18,62580;17,84930
196;16,91830;18,75470;17,65750
197;18,89030;20,78320;19,65220
198;25,87540;27,34460;26,46680
199;10,47360;12,81860;11,41750
200;28,03790;30,21340;28,91360
201;29,63790;30,99400;30,18380
202;20,76050;22,45560;21,44280
203;32,60680;34,04770;33,18680
204;32,90790;34,54660;33,56750
205;27,25650;28,95160;27,93880
206;21,80680;22,90860;22,25030
207;16,71020;20,32650;18,16580
208;18,46650;21,80030;19,80840
209;21,63830;22,90970;22,15010
210;20,19900;21,92240;20,89270
211;21,46900;23,19240;22,16270
212;19,39410;21,11750;20,08780
213;19,93360;23,15440;21,23000
214;23,07250;24,65460;23,70930
215;14,89450;16,50490;15,54270
216;31,92060;33,16370;32,42100
217;21,25470;23,48670;22,15310
218;23,16000;24,96820;23,88780
219;27,18200;29,92250;28,28510
220;16,20260;19,53640;17,54450
221;22,78040;25,21020;23,75840
222;24,79360;28,04260;26,10140
223;23,93890;24,92770;24,33690
224;20,82810;23,25790;21,80610
225;20,86010;22,64000;21,57660
226;22,97100;25,03350;23,80120
227;21,70330;24,04830;22,64720
228;22,59580;24,34750;23,30090
229;22,88900;24,86670;23,68500
230;29,25760;30,78320;29,87170
231;17,98780;20,70010;19,07960
232;22,04940;23,82930;22,76580
233;23,63740;24,99350;24,18320
234;26,02330;27,35120;26,55780
235;23,48440;26,90300;24,86050
236;22,87570;24,71210;23,61490
237;27,67960;28,89440;28,16860
238;28,55440;29,76930;29,04340
239;36,01330;37,99100;36,80930
240;20,03570;21,92860;20,79760
241;24,21540;25,59980;24,77270
242;26,75830;28,36870;27,40650
243;19,30290;20,65900;19,84880
244;23,12120;25,07060;23,90590
245;22,48460;25,05560;23,51950
246;27,66480;29,24690;28,30160
247;24,96630;26,85920;25,72830
248;23,76860;25,74630;24,56470
249;28,52430;30,02170;29,12700
250;31,17410;32,41720;31,67440
251;25,95700;27,59560;26,61660
252;29,00720;30,33510;29,54170
253;24,34510;25,75780;24,91370
254;25,57470;26,95910;26,13200
255;25,58630;26,97070;26,14360
256;26,36770;27,55430;26,84530
257;27,91860;29,67030;28,62370
258;21,37450;22,67410;21,89760
259;23,76100;25,37140;24,40920
260;20,69290;22,07730;21,25020
261;26,49080;27,73390;26,99110
262;24,65390;26,15130;25,25660
263;20,71960;22,24520;21,33370
264;21,79170;24,22140;22,76970
265;24,85470;25,90010;25,27550
266;24,87760;26,62930;25,58270
267;25,52610;27,98400;26,51540
